ID,Control,Highest degree offered,,Admission rate (%),Admission yield (%),Admissions total,Applicants total,Tuition and fees 2013-14 ($),Full-time enrollment,Graduate enrollment,Part-time enrollment,Total enrollment,Undergraduate enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Geographic region,ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C0418,Public,Doctoral degree,,6,81,2047,35023,6252,2004,380,374,2378,1998,45,56,57,Plains,21,26,470,580,450,620,,
C0419,Private,Master's degree,,85,60,6250,7343,33746,1877,107,298,2175,2068,19,38,44,Great Lakes,18,24,410,520,430,560,400,500
C0420,Private,Master's degree,,,,,,27456,2844,1452,1061,3905,2453,51,69,71,Southeast,,,,,,,,
C0421,Private,Master's degree,,12,52,647,5518,13078,7060,1616,1993,9053,7437,65,72,73,Mid East,19,25,430,563,450,560,420,540
C0422,Private,Master's degree,,,,,,16800,519,7,94,613,606,31,45,47,Southwest,,,430,510,420,520,420,520
C0423,Private,Master's degree,,80,21,2011,2499,22734,15016,2324,600,15616,13292,27,46,49,Far West,16,18,380,450,400,470,370,440
C0424,Public,Master's degree,,68,43,361,531,26794,996,19,13,1009,990,52,58,60,Plains,29,33,610,710,610,780,610,730
C0425,Private,Doctoral degree,,69,27,867,1258,3910,517,0,54,571,571,53,65,66,New England,20,24,420,550,450,580,,
C0426,Private,Doctoral degree,,46,25,17817,38909,38510,7450,2101,3871,11321,9220,84,89,91,Far West,19,23,430,550,440,570,410,500
C0427,Private,Bachelor's degree,,49,78,5645,11423,22850,1986,203,1366,3352,3149,80,84,84,Plains,23,29,500,630,530,650,,
C0428,Private,Master's degree,,84,37,2890,3437,24948,624,45,105,729,684,31,37,38,Great Lakes,,,530,630,600,690,,
C0429,Public,Doctoral degree,,31,26,15970,51163,7508,1655,483,637,2292,1809,16,38,48,Southeast,18,21,410,520,400,550,390,500
C0430,Public,Doctoral degree,,,,,,13010,2435,0,51,2486,2486,32,40,44,Southeast,21,26,490,620,480,590,470,590
C0431,Private,Bachelor's degree,,72,35,3096,4285,45074,7257,3871,2935,10192,6321,35,42,45,Far West,,,,,,,,
C0432,Private,Master's degree,,69,27,2666,3864,20700,2660,736,195,2855,2119,25,58,59,Southeast,30,34,670,760,690,780,690,780
C0433,Private,Doctoral degree,,76,31,1861,2459,28690,1244,0,11,1255,1255,14,32,37,Mid East,18,22,410,520,440,540,400,500
C0434,Private,Bachelor's degree,,73,9,10332,14222,46752,635,183,291,926,743,93,95,96,Mid East,19,23,440,520,440,540,420,530
C0435,Private,Master's degree,,73,17,291,399,20040,6158,1358,817,6975,5617,7,20,22,Great Lakes,,,,,,,,
C0436,Private,Master's degree,,61,38,4381,7212,10037,3609,1290,1843,5452,4162,47,55,57,Southeast,24,28,520,620,540,620,500,590
C0437,Private,Bachelor's degree,,95,22,570,602,30999,5182,719,893,6075,5356,25,39,39,Southwest,23,27,510,610,520,620,,
C0438,Private,Doctoral degree,,41,46,736,1810,34470,4236,137,1209,5445,5308,15,34,43,Plains,,,,,,,,
C0439,Public,Doctoral degree,,57,46,586,1022,18900,717,89,318,1035,946,59,66,67,Far West,,,,,,,,
C0440,Private,Master's degree,,58,28,962,1648,6471,881,0,70,951,951,60,72,74,Mid East,20,25,460,570,470,580,470,580
C0441,Public,Master's degree,,87,31,556,642,13470,464,0,61,525,525,24,44,51,Mid East,19,25,440,550,450,550,,
C0442,Private,Bachelor's degree,,69,43,1465,2108,,1681,216,342,2023,1807,71,76,77,Southeast,,,430,520,450,540,430,530
C0443,Public,Doctoral degree,,72,25,2517,3490,6624,2862,530,552,3414,2884,44,53,53,Southwest,19,26,440,630,410,580,440,590
C0444,Private,Master's degree,,60,10,5735,9608,7063,412,0,0,412,412,,,,New England,22,25,450,520,450,535,440,510
C0445,Private,Master's degree,,95,30,2009,2118,8756,838,0,86,924,924,40,45,45,Rocky Mountains,14,18,340,430,340,440,330,410
C0446,Public,Doctoral degree,,60,17,4727,7820,34250,,,,,,24,36,40,Southeast,17,22,410,530,420,530,390,500
C0447,Private,Master's degree,,86,45,4142,4814,9027,11651,2220,4460,16111,13891,45,50,52,Great Lakes,16,21,380,480,420,510,,
C0448,Private,Master's degree,,67,13,3332,4943,25772,35096,21984,9503,44599,22615,23,40,42,Great Lakes,21,24,470,570,480,580,450,545
C0449,Public,Doctoral degree,,45,25,4389,9746,8574,9658,1162,1583,11241,10079,56,58,58,Far West,20,25,460,580,460,550,420,530
C0450,Public,Doctoral degree,,49,35,267,546,24634,2760,312,324,3084,2772,18,33,39,Mid East,27,32,570,670,640,720,,
C0451,Public,Doctoral degree,,,,,,31940,3363,628,690,4053,3425,18,42,49,Southwest,20,26,460,620,470,590,460,600
C0452,Private,Doctoral degree,,91,30,7247,8005,7255,8199,611,1279,9478,8867,15,32,39,Great Lakes,24,29,540,660,540,650,535,640
C0453,Private,Master's degree,,64,16,3351,5248,36860,38327,14006,5435,43762,29756,,,,Southeast,,,,,,,,
C0454,Private,Doctoral degree,,92,46,1270,1385,6336,4401,177,739,5140,4963,2,2,2,Southwest,23,29,490,620,500,610,480,620
C0455,Private,Master's degree,,83,23,1718,2082,6450,19449,5282,9337,28786,23504,61,72,73,Southeast,15,19,370,450,380,470,350,440
C0456,Private,Bachelor's degree,,71,23,1562,2195,8900,323,282,346,669,387,49,57,59,Mid East,18,22,440,520,420,520,,
C0457,Private,Master's degree,,68,32,1145,1676,33600,2477,0,18,2495,2495,33,47,49,Great Lakes,19,23,440,530,440,540,,
C0458,Public,Doctoral degree,,64,20,3808,5953,7410,10544,1113,2247,12791,11678,49,56,58,Southeast,18,24,420,540,440,550,,
C0459,Private,Master's degree,,85,54,3271,3847,13608,9118,0,22702,31820,31820,32,48,52,Mid East,,,,,,,,
C0460,Private,Bachelor's degree,,46,14,3052,6596,28160,3849,75,185,4034,3959,60,72,74,Mid East,16,19,410,480,410,490,390,470
C0461,Public,Doctoral degree,,65,19,733,1130,8769,653,0,193,846,846,13,25,32,Plains,20,24,460,550,470,550,470,560
C0462,Public,Bachelor's degree,,67,14,4537,6780,5055,9577,818,943,10520,9702,50,69,73,Mid East,,,,,,,,
C0463,Public,Doctoral degree,,86,33,1310,1529,22425,2782,310,428,3210,2900,14,36,41,Plains,13,17,340,420,330,420,,
C0464,Public,Master's degree,,83,38,2135,2570,45612,131,194,179,310,116,21,40,45,Mid East,,,410,530,420,540,,
C0465,Private,Master's degree,,70,28,682,975,4060,2063,784,1203,3266,2482,30,39,42,New England,,,,,,,,
C0466,Public,Doctoral degree,,60,9,2926,4915,40640,11800,9196,10406,22206,13010,66,73,73,Far West,18,25,410,580,420,570,,
C0467,Private,Doctoral degree,,76,46,12326,16169,28483,1196,0,259,1455,1455,77,83,84,Southeast,22,29,500,640,530,680,500,640
C0468,Public,Master's degree,,,,,,29350,2009,130,2447,4456,4326,32,47,48,Southeast,30,34,670,760,690,790,680,780
C0469,Public,Doctoral degree,,67,46,1303,1936,6698,875,149,1002,1877,1728,34,51,55,Mid East,22,28,510,650,480,630,,
C0470,Public,Master's degree,,69,34,1399,2035,29894,1060,65,57,1117,1052,52,62,63,Southwest,20,24,,,,,,
C0471,Public,Doctoral degree,,57,27,318,561,8916,963,1190,227,1190,0,33,53,55,Mid East,19,25,440,550,450,540,450,540
C0472,Public,Master's degree,,26,30,4602,17475,20090,2129,0,58,2187,2187,,,,Southwest,25,30,540,650,570,670,,
C0473,Private,Master's degree,,20,31,9395,47358,31170,12264,1090,4865,17129,16039,29,61,70,Southeast,,,,,,,,
C0474,Public,Doctoral degree,,54,22,6209,11472,26344,8575,1387,2839,11414,10027,21,31,36,New England,,,,,,,,
C0475,Public,Doctoral degree,,60,26,10710,17750,8100,21344,13105,3286,24630,11525,26,40,40,Great Lakes,18,24,430,550,420,560,420,540
C0476,Public,Master's degree,,83,65,286,345,12300,6,308,647,653,345,34,38,43,Great Lakes,28,32,650,740,620,715,645,730
C0477,Public,Doctoral degree,,65,30,3299,5112,16170,353,103,188,541,438,49,56,57,Great Lakes,18,23,425,533,405,505,380,475
C0478,Private,Doctoral degree,,81,30,6733,8306,28966,868,66,85,953,887,87,95,97,Rocky Mountains,31,33,630,740,640,740,650,750
C0479,Private,Doctoral degree,,,,,,6675,1164,344,91,1255,911,48,67,70,US Service schools,20,26,400,550,430,560,,
C0480,Private,Master's degree,,79,16,4963,6314,5147,2877,0,35,2912,2912,57,65,65,Far West,16,27,430,550,430,570,410,520
C0481,Private,Bachelor's degree,,65,21,2927,4512,20550,12097,1959,3329,15426,13467,43,52,54,New England,30,33,660,740,650,730,660,750
C0482,Private,Bachelor's degree,,,,,,28580,7017,3494,4631,11648,8154,28,47,54,Mid East,23,29,500,590,510,620,480,580
C0483,Private,Bachelor's degree,,83,25,881,1056,5642,2231,715,640,2871,2156,14,43,60,Great Lakes,22,27,500,600,520,620,500,600
C0484,Private,Doctoral degree,,80,21,4449,5547,23250,40321,14135,7715,48036,33901,16,29,30,Southeast,13,14,310,360,320,440,340,360
C0485,Public,Bachelor's degree,,80,31,4082,5111,5587,18626,1750,1555,20181,18431,52,52,52,Great Lakes,26,31,570,680,580,680,,
C0486,Public,Master's degree,,,,,,19970,1041,419,619,1660,1241,37,51,51,Southeast,,,,,,,,
C0487,Public,Bachelor's degree,,46,26,816,1778,22510,580,1077,776,1356,279,34,47,48,Rocky Mountains,20,24,440,540,480,580,430,520
C0488,Public,Bachelor's degree,,75,27,1161,1551,32890,741,0,296,1037,1037,82,87,88,Mid East,19,25,430,560,440,580,,
C0489,Public,Doctoral degree,,43,42,7122,16549,45870,1549,0,98,1647,1647,23,33,38,Southeast,19,24,450,550,470,580,,
C0490,Public,Master's degree,,16,34,4684,30117,14740,15597,5555,1338,16935,11380,75,81,82,Mid East,23,26,540,620,540,610,500,590
C0491,Public,Bachelor's degree,,80,28,2232,2792,30880,2124,716,628,2752,2036,44,60,64,Great Lakes,31,35,700,800,710,800,710,790
C0492,Private,Doctoral degree,,69,26,2507,3640,7506,9086,1689,1475,10561,8872,29,51,56,Southeast,,,450,560,460,570,460,560
C0493,Private,Master's degree,,14,41,1132,7927,19775,2430,124,869,3299,3175,42,59,61,Mid East,18,23,450,550,450,560,430,550
C0494,Public,Doctoral degree,,29,43,1387,4765,7484,1411,1276,2614,4025,2749,29,42,43,Great Lakes,19,26,460,570,440,570,,
C0495,Private,Master's degree,,100,49,6228,6240,20180,4562,794,2411,6973,6179,,,,Far West,22,28,510,610,520,620,510,620
C0496,Private,Bachelor's degree,,37,30,3876,10351,10209,14702,4033,4762,19464,15431,10,25,31,Mid East,25,30,550,650,590,690,,
C0497,Public,Doctoral degree,,74,38,3429,4632,34640,15213,2207,3185,18398,16191,76,81,82,Southeast,22,28,500,600,530,630,,
C0498,Public,Doctoral degree,,60,24,2100,3502,46870,781,38,231,1012,974,64,79,80,Far West,,,,,,,,
C0499,Private,Master's degree,,82,41,1726,2104,41290,20533,4434,6061,26594,22160,38,50,52,New England,20,25,460,550,470,580,460,560
C0500,Public,Doctoral degree,,67,24,15034,22520,29890,2388,732,1769,4157,3425,56,59,60,Mid East,25,29,520,630,550,650,520,630
C0501,Public,Doctoral degree,,,,,,23231,835,183,687,1522,1339,55,62,65,Plains,21,27,470,580,490,590,450,560
C0502,Private,Master's degree,,60,28,9839,16354,6760,142,95,129,271,176,68,77,78,Mid East,25,29,570,680,580,670,590,673
C0503,Private,Master's degree,,70,59,3120,4480,14880,2494,1455,1167,3661,2206,26,47,49,Plains,20,24,420,510,470,520,,
C0504,Private,Doctoral degree,,33,33,7197,21756,23180,1768,363,305,2073,1710,15,31,37,New England,24,29,490,630,540,660,,
C0505,Private,Doctoral degree,,66,16,6185,9357,48696,2118,91,69,2187,2096,12,32,38,Mid East,21,27,500,630,510,630,490,600
C0506,Public,Doctoral degree,,61,42,3518,5751,33000,1176,20,112,1288,1268,86,89,90,New England,27,29,580,690,600,700,,
C0507,Public,Doctoral degree,,63,31,3084,4908,29310,612,35,34,646,611,15,30,36,Mid East,23,27,540,660,560,670,520,630
C0508,Public,Doctoral degree,,88,31,1048,1197,,31986,6774,1321,33307,26533,67,70,71,Southeast,22,28,460,620,450,610,440,570
C0509,Public,Doctoral degree,,81,21,1366,1686,21566,16588,4203,3915,20503,16300,16,28,35,Plains,,,,,,,,
C0510,Public,Doctoral degree,,64,28,2699,4220,6542,3278,418,1371,4649,4231,56,70,72,Southeast,15,21,390,500,400,520,380,480
C0511,Private,Master's degree,,73,33,1315,1810,11194,1664,0,57,1721,1721,30,54,59,Far West,21,27,460,600,470,600,,
C0512,Private,Doctoral degree,,98,64,950,968,35515,2401,1127,749,3150,2023,20,41,49,Mid East,17,21,440,530,440,540,410,510
C0513,Public,Doctoral degree,,71,13,4643,6548,15150,1970,679,950,2920,2241,31,38,38,Southeast,18,22,,,,,,
C0514,Public,Master's degree,,,,,,27500,4826,1691,807,5633,3942,16,34,40,Southeast,20,24,450,550,470,560,450,540
C0515,Private,Master's degree,,74,27,8139,10993,25098,1405,280,864,2269,1989,65,83,85,Southwest,23,28,490,590,510,620,483,588
C0516,Private,Master's degree,,76,61,1352,1773,7222,9999,3911,6278,16277,12366,21,31,33,Rocky Mountains,21,27,460,580,470,600,450,570
C0517,Public,Doctoral degree,,,,,,38028,1086,225,112,1198,973,13,37,48,New England,20,25,480,570,480,590,480,580
C0518,Private,Master's degree,,54,25,14745,27479,24650,262,0,85,347,347,42,56,58,Great Lakes,20,25,460,600,470,560,,
C0519,Private,Master's degree,,57,73,543,959,9720,14208,3082,4568,18776,15694,17,30,34,Southeast,,,,,,,,
C0520,Private,Master's degree,,84,19,4486,5313,8157,496,35,98,594,559,10,20,22,Great Lakes,25,30,540,640,590,680,,
C0521,Private,Master's degree,,,,,,8972,5421,728,2324,7745,7017,27,42,46,Southeast,18,24,,,,,,
C0522,Private,Doctoral degree,,77,22,12957,16870,38150,3098,917,521,3619,2702,76,80,81,Far West,23,29,433,610,500,638,460,580
C0523,Private,Bachelor's degree,,75,38,1313,1747,13470,4325,769,1854,6179,5410,29,46,53,Southeast,19,25,440,550,470,600,,
C0524,Private,Master's degree,,75,50,1431,1896,13560,1817,1537,1412,3229,1692,40,54,56,Southeast,20,25,,,,,,
C0525,Private,Master's degree,,77,19,4603,6013,7078,1071,817,959,2030,1213,14,25,30,Plains,16,22,420,520,400,520,410,530
C0526,Private,Master's degree,,54,54,817,1505,40426,5116,0,2054,7170,7170,68,81,83,Far West,,,,,,,,
C0527,Private,Bachelor's degree,,,,,,19670,538,0,14,552,552,8,23,29,Far West,,,,,,,,
C0528,Private,Doctoral degree,,70,10,8180,11714,7660,592,40,43,635,595,27,38,39,Far West,28,32,550,660,640,740,550,650
C0529,Private,Doctoral degree,,,,,,7109,1130,2752,2097,3227,475,34,38,40,Southeast,,,,,,,,
C0530,Private,Doctoral degree,,47,16,3670,7845,47343,2324,1611,1192,3516,1905,,,,Plains,17,20,410,490,400,470,390,470
C0531,Private,Doctoral degree,,45,51,2263,5029,33358,1585,420,150,1735,1315,82,82,82,Mid East,18,22,398,500,418,520,,
C0532,Public,Master's degree,,87,43,2784,3187,37505,1878,0,45,1923,1923,55,64,66,Mid East,,,,,,,,
C0533,Private,Doctoral degree,,54,24,715,1326,14940,1588,899,769,2357,1458,12,30,39,Southeast,,,,,,,,
C0534,Private,Doctoral degree,,73,40,11165,15239,11950,4719,2162,1577,6296,4134,45,58,58,Far West,,,,,,,,
C0535,Private,Master's degree,,45,11,1646,3656,6353,993,206,699,1692,1486,8,17,21,Southwest,,,480,570,540,610,,
C0536,Private,Master's degree,,78,31,2345,3003,18500,1776,7,203,1979,1972,69,79,81,Southeast,22,28,500,620,520,650,,
C0537,Private,Master's degree,,92,31,1360,1481,5640,24803,7618,6171,30974,23356,28,40,43,Southeast,17,22,370,510,380,500,,
C0538,Private,Master's degree,,49,30,5034,10351,25990,10066,1230,4641,14707,13477,13,35,45,New England,,,,,,,,
C0539,Private,Doctoral degree,,82,34,9281,11354,6552,1802,231,115,1917,1686,13,27,34,Southwest,19,27,400,580,410,590,,
C0540,Private,Bachelor's degree,,64,14,2662,4168,28055,599,93,327,926,833,,,,New England,18,22,430,530,430,540,420,510
C0541,Public,Master's degree,,52,25,4425,8578,,1811,353,745,2556,2203,21,25,25,Far West,17,22,,,,,,
C0542,Public,Master's degree,,68,26,125,183,35085,12015,6752,3082,15097,8345,,,,Southwest,19,24,400,530,410,440,,
C0543,Private,Master's degree,,,,,,6926,1797,426,645,2442,2016,8,22,30,New England,26,30,590,690,570,660,580,680
C0544,Private,Bachelor's degree,,77,30,993,1297,43498,15755,194,14809,30564,30370,49,59,60,Southeast,20,26,450,570,480,600,430,560
C0545,Private,Doctoral degree,,33,28,2790,8405,36310,1817,1280,498,2315,1035,12,29,41,Mid East,20,26,455,585,420,540,445,565
C0546,Private,Bachelor's degree,,,,,,22730,5428,707,1300,6728,6021,31,39,41,Southeast,19,25,460,540,410,500,490,540
C0547,Private,Master's degree,,100,73,82,82,8100,10038,1214,3314,13352,12138,46,68,72,Mid East,23,28,530,650,530,640,530,630
C0548,Private,Doctoral degree,,74,25,2342,3176,23970,13087,6330,9932,23019,16689,10,23,29,Southeast,23,27,500,600,510,610,490,590
C0549,Public,Doctoral degree,,57,35,6474,11383,37362,1275,941,2461,3736,2795,39,46,49,Mid East,,,,,,,,
C0550,Public,Doctoral degree,,50,25,416,838,45470,6356,2663,272,6628,3965,86,91,92,Mid East,,,,,,,,
C0551,Public,Doctoral degree,,44,16,5577,12562,7276,3515,542,521,4036,3494,14,28,31,Mid East,,,,,,,,
C0552,Private,Doctoral degree,,61,47,1488,2452,29606,9066,471,1076,10142,9671,26,48,54,Far West,21,27,500,650,490,600,470,590
C0553,Public,Master's degree,,83,45,3672,4432,23350,7838,1771,3105,10943,9172,48,65,66,Southeast,18,22,413,530,420,520,410,500
C0554,Private,Master's degree,,62,54,5790,9313,12815,1488,1197,682,2170,973,61,80,83,Southwest,21,26,470,580,470,580,460,560
C0555,Private,Master's degree,,70,38,328,468,8312,1020,70,150,1170,1100,0,4,11,Plains,19,23,420,530,430,540,400,500
C0556,Private,Master's degree,,56,22,1001,1790,7022,1845,568,728,2573,2005,38,45,45,Southwest,20,25,470,530,475,550,,
C0557,Private,Bachelor's degree,,72,41,3221,4462,16340,1333,14,107,1440,1426,26,48,54,Far West,19,23,420,530,440,550,410,520
C0558,Private,Master's degree,,58,12,4690,8109,6344,1582,0,14,1596,1596,50,58,59,Great Lakes,17,21,400,480,420,500,390,470
C0559,Public,Master's degree,,57,33,2239,3951,7115,1164,0,11,1175,1175,10,20,25,New England,22,25,500,580,520,600,490,580
C0560,Private,Doctoral degree,,68,37,1482,2167,6866,14383,3080,1694,16077,12997,61,69,71,Mid East,20,27,440,550,460,580,430,550
C0561,Private,Master's degree,,,,,,5706,31436,9202,5834,37270,28068,42,49,50,Southwest,29,33,640,740,660,740,650,750
C0562,Private,Master's degree,,31,32,11537,36941,23590,60,473,413,473,0,19,44,57,Southeast,,,,,,,,
C0563,Public,Master's degree,,44,20,5620,12892,7617,2470,0,42,2512,2512,25,39,43,Southeast,21,26,470,590,480,580,,
C0564,Private,Doctoral degree,,99,30,83,84,34975,4774,0,904,5678,5678,12,25,30,Plains,28,33,660,750,620,720,638,720
C0565,Private,Bachelor's degree,,28,50,7847,28437,29200,503,0,190,693,693,20,39,42,Plains,,,,,,,,
C0566,Private,Doctoral degree,,91,30,735,807,26640,2746,0,93,2839,2839,74,85,88,Mid East,,,,,,,,
C0567,Private,Doctoral degree,,66,16,4809,7268,21020,658,0,179,837,837,33,50,51,Southwest,24,31,520,660,510,650,500,620
C0568,Public,Doctoral degree,,,,,,8211,3329,864,1112,4441,3577,43,53,57,Plains,,,,,,,,
C0569,Private,Bachelor's degree,,79,91,33,42,29992,6052,706,253,6305,5599,21,34,36,Great Lakes,20,26,450,600,470,650,,
C0570,Private,Doctoral degree,,58,28,1196,2064,7728,7783,4212,2972,10755,6543,4,4,40,Southeast,27,31,590,690,580,680,,
C0571,Private,Doctoral degree,,69,63,105,153,37530,2916,712,607,3523,2811,12,15,17,Southeast,,,,,,,,
C0572,Private,Bachelor's degree,,75,13,6818,9087,30562,719,36,206,925,889,36,51,56,Mid East,22,28,490,600,520,620,,
C0573,Private,Master's degree,,66,18,1650,2519,24930,9166,1015,762,9928,8913,43,61,61,Southeast,19,24,430,518,443,550,,
C0574,Private,Doctoral degree,,75,17,2591,3444,13550,766,97,223,989,892,51,67,70,Far West,,,,,,,,
C0575,Public,Master's degree,,59,29,4908,8287,35650,2457,1401,1013,3470,2069,43,58,60,Far West,20,25,398,548,458,548,380,485
C0576,Private,Bachelor's degree,,62,26,1335,2165,29410,1114,0,736,1850,1850,33,59,66,Plains,30,33,650,740,660,720,650,730
C0577,Private,Master's degree,,95,23,5419,5729,9946,2526,444,536,3062,2618,65,83,85,Mid East,19,25,460,570,460,570,,
C0578,Private,Master's degree,,80,20,2203,2754,9448,1491,469,416,1907,1438,54,61,62,Plains,18,24,,,,,,
C0579,Private,Doctoral degree,,64,21,1204,1890,2712,3294,3596,2234,5528,1932,33,51,54,Far West,17,23,500,600,490,580,490,590
C0580,Public,Master's degree,,68,40,15841,23324,27970,1791,0,0,1791,1791,41,54,56,Mid East,16,21,360,480,400,500,,
C0581,Private,Master's degree,,69,36,9786,14156,6739,2917,691,931,3848,3157,6,13,16,Mid East,20,26,470,570,460,580,440,550
C0582,Private,Bachelor's degree,,21,36,2102,10046,15915,26,100,88,114,14,38,53,55,Southwest,,,,,,,,
C0583,Private,Bachelor's degree,,81,47,3727,4611,29450,2077,0,39,2116,2116,31,42,48,Great Lakes,21,26,490,600,460,570,490,590
C0584,Private,Doctoral degree,,69,44,1346,1959,24790,1193,359,594,1787,1428,19,34,40,Rocky Mountains,,,,,,,,
C0585,Private,Master's degree,,88,19,1207,1375,8100,7225,3335,1545,8770,5435,26,38,38,Southeast,15,18,370,460,360,450,,
C0586,Private,Bachelor's degree,,96,42,3344,3492,46080,2209,3387,2605,4814,1427,77,80,80,Southeast,22,27,500,600,520,620,480,590
C0587,Private,Bachelor's degree,,86,29,4774,5540,28720,1018,0,431,1449,1449,34,45,49,Southeast,,,,,,,,
C0588,Private,Master's degree,,98,52,1651,1683,5700,1577,0,89,1666,1666,36,43,44,Plains,18,23,410,520,420,520,,
C0589,Public,Doctoral degree,,66,19,769,1171,6846,3110,1395,411,3521,2126,27,46,50,Plains,21,26,410,515,458,548,413,478
C0590,Private,Master's degree,,,,,,32134,571,0,14,585,585,17,36,44,Southeast,20,26,470,590,460,570,,
C0591,Private,Master's degree,,91,19,13121,14355,31668,2370,41,2037,4407,4366,49,51,57,Southwest,19,25,410,540,410,580,420,510
C0592,Private,Doctoral degree,,39,23,11963,30300,26780,351,8,19,370,362,27,41,45,New England,18,28,430,550,400,520,,
C0593,Public,Doctoral degree,,81,8,35815,43945,13728,5585,3860,1162,6747,2887,21,42,51,Southeast,18,21,390,440,400,460,400,460
C0594,Public,Doctoral degree,,61,83,122,201,37170,694,40,310,1004,964,36,51,56,Southeast,15,20,348,435,345,495,,
C0595,Private,Master's degree,,,,,,,1500,61,273,1773,1712,86,92,93,Far West,19,24,428,500,438,543,,
C0596,Private,Bachelor's degree,,,,,,23628,358,37,1438,1796,1759,15,21,23,Southwest,20,25,450,570,490,590,440,540
C0597,Private,Master's degree,,72,22,12327,17215,40700,439,0,39,478,478,80,82,82,Southeast,25,30,550,670,550,660,560,650
C0598,Public,Doctoral degree,,,,,,9474,1463,55,192,1655,1600,32,54,57,New England,20,27,500,630,450,580,460,590
C0599,Private,Bachelor's degree,,74,37,1302,1755,11904,2155,85,266,2421,2336,8,30,43,Plains,19,25,350,540,430,620,390,550
C0600,Private,Bachelor's degree,,82,25,5029,6144,6207,8964,2167,2921,11885,9718,,,,Mid East,26,31,560,670,700,780,580,670
C0601,Public,Master's degree,,34,72,551,1620,29090,903,52,17,920,868,56,63,64,New England,23,28,530,630,540,630,,
C0602,Private,Doctoral degree,,,,,,6263,215,54,291,506,452,35,42,46,Great Lakes,19,23,430,560,460,590,420,530
C0603,Private,Doctoral degree,,71,32,1549,2175,17720,18340,4455,6592,24932,20477,13,17,17,Great Lakes,19,25,363,553,453,665,410,528
C0604,Private,Master's degree,,17,39,1518,8847,8124,1,75,457,458,383,16,34,40,Mid East,28,32,580,670,640,740,,
C0605,Private,Master's degree,,38,27,5736,15231,,34871,9348,4923,39794,30446,72,76,76,Mid East,26,30,570,670,610,720,600,690
C0606,Public,Doctoral degree,,72,28,889,1242,,32199,10614,5073,37272,26658,39,55,56,Mid East,,,,,,,,
C0607,Public,Doctoral degree,,49,44,63,128,22683,7190,1021,1181,8371,7350,18,30,34,Southwest,28,32,620,710,640,720,620,720
C0608,Public,Doctoral degree,,37,24,3517,9496,18106,8013,1428,1762,9775,8347,10,21,34,Mid East,23,29,490,600,500,620,480,600
C0609,Public,Doctoral degree,,71,24,5834,8170,24435,3327,830,1260,4587,3757,26,45,51,Plains,19,24,,,,,,
C0610,Public,Doctoral degree,,80,26,17363,21642,7294,1272,0,35,1307,1307,82,85,86,New England,21,25,,,490,600,450,590
C0611,Private,Bachelor's degree,,92,33,11433,12389,41400,23239,11367,4799,28038,16671,7,15,22,Mid East,19,22,460,550,480,540,423,520
C0612,Public,Master's degree,,67,13,13914,20699,8376,5282,1510,1352,6634,5124,35,59,66,Southwest,21,27,480,580,500,610,470,570
C0613,Public,Doctoral degree,,70,23,13728,19702,35000,1713,13,1115,2828,2815,87,91,91,Southeast,18,22,430,550,410,540,410,530
C0614,Private,Master's degree,,,,,,4866,6828,1552,1455,8283,6731,27,46,51,Southwest,,,,,,,,
C0615,Private,Bachelor's degree,,50,33,994,1981,7580,1539,269,399,1938,1669,28,43,45,Southeast,21,25,470,570,470,570,,
C0616,Public,Doctoral degree,,52,20,8011,15345,27530,2185,927,1026,3211,2284,10,26,34,Great Lakes,17,24,410,550,410,530,400,540
C0617,Private,Master's degree,,57,37,17515,30975,23160,20971,5379,5916,26887,21508,51,68,70,Mid East,17,22,390,500,420,530,,
C0618,Private,Master's degree,,83,16,7652,9275,27598,4265,463,695,4960,4497,32,40,42,Mid East,,,,,,,,
C0619,Private,Bachelor's degree,,,,,,5468,138,1281,20739,20877,19596,16,34,38,Mid East,16,21,360,480,370,460,,
C0620,Public,Doctoral degree,,63,31,1956,3081,40170,13181,6677,1332,14513,7836,60,70,71,Southeast,,,,,,,,
C0621,Public,Doctoral degree,,77,33,3462,4520,39810,2256,25,2127,4383,4358,22,36,41,Plains,18,24,428,540,440,530,,
C0622,Private,Doctoral degree,,64,19,2880,4505,18236,562,0,61,623,623,68,79,82,Far West,30,34,640,740,700,790,650,750
C0623,Public,Master's degree,,7,60,2362,31851,7181,2122,82,101,2223,2141,0,5,14,Plains,17,19,400,416,425,436,,
C0624,Private,Bachelor's degree,,,,,,12960,10829,1820,5254,16083,14263,64,72,72,Southeast,,,410,480,400,470,,
C0625,Private,Doctoral degree,,49,30,2168,4385,,1620,676,860,2480,1804,39,62,66,Plains,,,,,,,,
C0626,Private,Bachelor's degree,,45,42,986,2202,27830,255,66,72,327,261,17,40,44,New England,21,27,,,,,,
C0627,Private,Master's degree,,75,16,769,1027,29458,189,0,0,189,189,11,52,61,Southwest,22,28,490,660,520,670,,
C0628,Private,Master's degree,,74,42,380,517,33740,3651,672,1653,5304,4632,26,35,37,Great Lakes,20,24,400,580,450,560,,
