ID,Control,Highest degree offered,,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Tuition and fees 2013-14 ($),Geographic region,Total enrollment,Admission rate (%),Receiving financial aid (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C0551,Public,Doctoral degree,,14,28,31,7276,Mid East,4036,44,78,,,,,,,,
C0552,Private,Doctoral degree,,26,48,54,29606,Far West,10142,61,99,21,27,500,650,490,600,470,590
C0553,Public,Master's degree,,48,65,66,23350,Southeast,10943,83,97,18,22,413,530,420,520,410,500
C0554,Private,Master's degree,,61,80,83,12815,Southwest,2170,62,83,21,26,470,580,470,580,460,560
C0555,Private,Master's degree,,0,4,11,8312,Plains,1170,70,97,19,23,420,530,430,540,400,500
C0556,Private,Master's degree,,38,45,45,7022,Southwest,2573,56,87,20,25,470,530,475,550,,
C0557,Private,Bachelor's degree,,26,48,54,16340,Far West,1440,72,92,19,23,420,530,440,550,410,520
C0558,Private,Master's degree,,50,58,59,6344,Great Lakes,1596,58,82,17,21,400,480,420,500,390,470
C0559,Public,Master's degree,,10,20,25,7115,New England,1175,57,84,22,25,500,580,520,600,490,580
C0560,Private,Doctoral degree,,61,69,71,6866,Mid East,16077,68,100,20,27,440,550,460,580,430,550
C0561,Private,Master's degree,,42,49,50,5706,Southwest,37270,,,29,33,640,740,660,740,650,750
C0562,Private,Master's degree,,19,44,57,23590,Southeast,473,31,97,,,,,,,,
C0563,Public,Master's degree,,25,39,43,7617,Southeast,2512,44,92,21,26,470,590,480,580,,
C0564,Private,Doctoral degree,,12,25,30,34975,Plains,5678,99,99,28,33,660,750,620,720,638,720
C0565,Private,Bachelor's degree,,20,39,42,29200,Plains,693,28,99,,,,,,,,
C0566,Private,Doctoral degree,,74,85,88,26640,Mid East,2839,91,92,,,,,,,,
C0567,Private,Doctoral degree,,33,50,51,21020,Southwest,837,66,98,24,31,520,660,510,650,500,620
C0568,Public,Doctoral degree,,43,53,57,8211,Plains,4441,,75,,,,,,,,
C0569,Private,Bachelor's degree,,21,34,36,29992,Great Lakes,6305,79,98,20,26,450,600,470,650,,
C0570,Private,Doctoral degree,,4,4,40,7728,Southeast,10755,58,83,27,31,590,690,580,680,,
C0571,Private,Doctoral degree,,12,15,17,37530,Southeast,3523,69,100,,,,,,,,
C0572,Private,Bachelor's degree,,36,51,56,30562,Mid East,925,75,100,22,28,490,600,520,620,,
C0573,Private,Master's degree,,43,61,61,24930,Southeast,9928,66,100,19,24,430,518,443,550,,
C0574,Private,Doctoral degree,,51,67,70,13550,Far West,989,75,94,,,,,,,,
C0575,Public,Master's degree,,43,58,60,35650,Far West,3470,59,95,20,25,398,548,458,548,380,485
C0576,Private,Bachelor's degree,,33,59,66,29410,Plains,1850,62,100,30,33,650,740,660,720,650,730
C0577,Private,Master's degree,,65,83,85,9946,Mid East,3062,95,97,19,25,460,570,460,570,,
C0578,Private,Master's degree,,54,61,62,9448,Plains,1907,80,87,18,24,,,,,,
C0579,Private,Doctoral degree,,33,51,54,2712,Far West,5528,64,35,17,23,500,600,490,580,490,590
C0580,Public,Master's degree,,41,54,56,27970,Mid East,1791,68,100,16,21,360,480,400,500,,
C0581,Private,Master's degree,,6,13,16,6739,Mid East,3848,69,92,20,26,470,570,460,580,440,550
C0582,Private,Bachelor's degree,,38,53,55,15915,Southwest,114,21,86,,,,,,,,
C0583,Private,Bachelor's degree,,31,42,48,29450,Great Lakes,2116,81,100,21,26,490,600,460,570,490,590
C0584,Private,Doctoral degree,,19,34,40,24790,Rocky Mountains,1787,69,99,,,,,,,,
C0585,Private,Master's degree,,26,38,38,8100,Southeast,8770,88,97,15,18,370,460,360,450,,
C0586,Private,Bachelor's degree,,77,80,80,46080,Southeast,4814,96,58,22,27,500,600,520,620,480,590
C0587,Private,Bachelor's degree,,34,45,49,28720,Southeast,1449,86,94,,,,,,,,
C0588,Private,Master's degree,,36,43,44,5700,Plains,1666,98,,18,23,410,520,420,520,,
C0589,Public,Doctoral degree,,27,46,50,6846,Plains,3521,66,98,21,26,410,515,458,548,413,478
C0590,Private,Master's degree,,17,36,44,32134,Southeast,585,,100,20,26,470,590,460,570,,
C0591,Private,Master's degree,,49,51,57,31668,Southwest,4407,91,91,19,25,410,540,410,580,420,510
C0592,Private,Doctoral degree,,27,41,45,26780,New England,370,39,99,18,28,430,550,400,520,,
C0593,Public,Doctoral degree,,21,42,51,13728,Southeast,6747,81,97,18,21,390,440,400,460,400,460
C0594,Public,Doctoral degree,,36,51,56,37170,Southeast,1004,61,100,15,20,348,435,345,495,,
C0595,Private,Master's degree,,86,92,93,,Far West,1773,,,19,24,428,500,438,543,,
C0596,Private,Bachelor's degree,,15,21,23,23628,Southwest,1796,,80,20,25,450,570,490,590,440,540
C0597,Private,Master's degree,,80,82,82,40700,Southeast,478,72,93,25,30,550,670,550,660,560,650
C0598,Public,Doctoral degree,,32,54,57,9474,New England,1655,,95,20,27,500,630,450,580,460,590
C0599,Private,Bachelor's degree,,8,30,43,11904,Plains,2421,74,90,19,25,350,540,430,620,390,550
C0600,Private,Bachelor's degree,,,,,6207,Mid East,11885,82,95,26,31,560,670,700,780,580,670
C0601,Public,Master's degree,,56,63,64,29090,New England,920,34,100,23,28,530,630,540,630,,
C0602,Private,Doctoral degree,,35,42,46,6263,Great Lakes,506,,96,19,23,430,560,460,590,420,530
C0603,Private,Doctoral degree,,13,17,17,17720,Great Lakes,24932,71,61,19,25,363,553,453,665,410,528
C0604,Private,Master's degree,,16,34,40,8124,Mid East,458,17,90,28,32,580,670,640,740,,
C0605,Private,Master's degree,,72,76,76,,Mid East,39794,38,,26,30,570,670,610,720,600,690
C0606,Public,Doctoral degree,,39,55,56,,Mid East,37272,72,,,,,,,,,
C0607,Public,Doctoral degree,,18,30,34,22683,Southwest,8371,49,93,28,32,620,710,640,720,620,720
C0608,Public,Doctoral degree,,10,21,34,18106,Mid East,9775,37,99,23,29,490,600,500,620,480,600
C0609,Public,Doctoral degree,,26,45,51,24435,Plains,4587,71,96,19,24,,,,,,
C0610,Public,Doctoral degree,,82,85,86,7294,New England,1307,80,94,21,25,,,490,600,450,590
C0611,Private,Bachelor's degree,,7,15,22,41400,Mid East,28038,92,100,19,22,460,550,480,540,423,520
C0612,Public,Master's degree,,35,59,66,8376,Southwest,6634,67,95,21,27,480,580,500,610,470,570
C0613,Public,Doctoral degree,,87,91,91,35000,Southeast,2828,70,97,18,22,430,550,410,540,410,530
C0614,Private,Master's degree,,27,46,51,4866,Southwest,8283,,95,,,,,,,,
C0615,Private,Bachelor's degree,,28,43,45,7580,Southeast,1938,50,98,21,25,470,570,470,570,,
C0616,Public,Doctoral degree,,10,26,34,27530,Great Lakes,3211,52,100,17,24,410,550,410,530,400,540
C0617,Private,Master's degree,,51,68,70,23160,Mid East,26887,57,97,17,22,390,500,420,530,,
C0618,Private,Master's degree,,32,40,42,27598,Mid East,4960,83,100,,,,,,,,
C0619,Private,Bachelor's degree,,16,34,38,5468,Mid East,20877,,96,16,21,360,480,370,460,,
C0620,Public,Doctoral degree,,60,70,71,40170,Southeast,14513,63,60,,,,,,,,
C0621,Public,Doctoral degree,,22,36,41,39810,Plains,4383,77,91,18,24,428,540,440,530,,
C0622,Private,Doctoral degree,,68,79,82,18236,Far West,623,64,89,30,34,640,740,700,790,650,750
C0623,Public,Master's degree,,0,5,14,7181,Plains,2223,7,96,17,19,400,416,425,436,,
C0624,Private,Bachelor's degree,,64,72,72,12960,Southeast,16083,,86,,,410,480,400,470,,
C0625,Private,Doctoral degree,,39,62,66,,Plains,2480,49,,,,,,,,,
C0626,Private,Bachelor's degree,,17,40,44,27830,New England,327,45,100,21,27,,,,,,
C0627,Private,Master's degree,,11,52,61,29458,Southwest,189,75,100,22,28,490,660,520,670,,
C0628,Private,Master's degree,,26,35,37,33740,Great Lakes,5304,74,95,20,24,400,580,450,560,,
C0629,Private,Master's degree,,56,63,63,9404,New England,16583,65,91,26,30,580,670,560,650,570,670
C0630,Private,Bachelor's degree,,35,42,45,6184,Great Lakes,1997,24,70,18,24,390,520,373,530,,
C0631,Private,Doctoral degree,,71,81,82,7065,Plains,2249,55,70,15,18,370,450,360,445,360,440
C0632,Private,Bachelor's degree,,46,59,61,8128,Great Lakes,3861,59,88,19,25,450,570,460,580,,
C0633,Public,Doctoral degree,,7,24,31,31034,Southeast,8351,80,91,19,23,450,540,470,550,440,530
C0634,Public,Doctoral degree,,20,32,37,39084,Southeast,1724,69,91,20,24,440,550,480,580,430,530
C0635,Public,Doctoral degree,,44,57,59,29810,Plains,24143,35,100,,,370,440,390,470,,
C0636,Public,Bachelor's degree,,68,82,84,10347,Great Lakes,558,23,59,,,,,,,,
C0637,Public,Doctoral degree,,43,58,59,9239,Far West,2371,58,89,,,,,,,,
C0638,Public,Bachelor's degree,,55,68,70,43245,Southeast,25264,72,81,,,,,,,,
C0639,Public,Doctoral degree,,38,48,50,6348,Great Lakes,2956,13,93,18,22,410,500,420,510,,
C0640,Private,Bachelor's degree,,38,43,43,11525,Mid East,2466,45,97,19,25,460,560,490,600,440,540
C0641,Private,Master's degree,,78,90,91,39794,Far West,4542,66,95,18,23,370,530,430,560,,
C0642,Private,Bachelor's degree,,30,51,57,21100,Southwest,2023,85,96,23,28,520,630,510,610,500,620
C0643,Public,Doctoral degree,,59,62,63,6287,Rocky Mountains,884,68,80,19,24,430,530,440,540,410,520
C0644,Private,Master's degree,,28,39,46,9080,Mid East,9513,64,88,16,21,390,490,420,518,,
C0645,Private,Doctoral degree,,35,52,56,30950,Mid East,1747,79,100,20,24,470,570,450,560,,
C0646,Private,Bachelor's degree,,41,54,58,35204,Southeast,28592,39,98,21,26,480,600,470,590,460,560
C0647,Private,Master's degree,,38,41,41,31604,Great Lakes,3136,77,100,18,25,410,540,430,470,390,590
C0648,Private,Doctoral degree,,22,39,46,22455,Rocky Mountains,3417,66,100,20,24,,,,,,
C0649,Private,Doctoral degree,,9,32,42,33852,Great Lakes,7400,77,100,18,22,380,470,410,470,340,450
C0650,Private,Doctoral degree,,31,55,61,10286,Plains,8510,54,92,,,,,,,,
C0651,Public,Master's degree,,47,54,55,34850,Southeast,1542,64,100,18,25,370,490,410,520,370,490
C0652,Public,Doctoral degree,,30,40,45,14868,Rocky Mountains,1629,,99,20,24,470,570,460,560,460,560
C0653,Public,Master's degree,,47,60,62,24660,Mid East,3800,49,98,21,27,490,600,490,610,,
C0654,Private,Master's degree,,55,65,66,7200,New England,13900,72,91,22,26,,,,,,
C0655,Private,Master's degree,,,,,24040,Mid East,680,7,99,19,25,460,570,470,580,460,570
C0656,Public,Doctoral degree,,14,25,29,25126,New England,12818,82,98,,,,,,,,
C0657,Public,Doctoral degree,,29,52,58,6579,Southeast,6387,73,92,18,24,430,540,430,540,,
C0658,Private,Master's degree,,19,47,54,29959,Southwest,4178,54,100,19,24,450,550,450,580,430,530
C0659,Public,Doctoral degree,,78,84,84,,New England,1399,78,,16,18,335,500,370,485,325,545
C0660,Public,Doctoral degree,,54,64,65,39120,Mid East,6634,76,99,29,33,600,720,670,760,620,710
C0661,Public,Master's degree,,48,53,54,7466,Plains,322,18,97,,,,,,,,
C0662,Private,Doctoral degree,,8,35,42,9950,Great Lakes,1026,93,81,,,,,,,,
C0663,Public,Doctoral degree,,29,52,60,25468,Mid East,30478,84,94,20,25,460,560,470,570,430,550
C0664,Private,Bachelor's degree,,12,25,29,7149,Southeast,633,69,90,19,26,390,520,420,580,380,510
C0665,Public,Doctoral degree,,28,32,32,6863,Southeast,1875,47,93,21,23,460,570,450,580,450,560
C0666,Private,Bachelor's degree,,13,26,31,23650,New England,2229,60,99,21,27,450,550,460,585,,
C0667,Private,Doctoral degree,,27,44,49,34480,Southeast,2224,65,100,,,,,,,,
C0668,Private,Master's degree,,19,31,37,6438,Great Lakes,745,36,97,19,23,392,560,450,537,,
C0669,Private,Bachelor's degree,,53,60,62,39220,Southeast,4270,,99,32,34,660,750,680,770,,
C0670,Public,Master's degree,,53,60,61,30700,Plains,3319,36,100,30,34,670,780,680,780,680,790
C0671,Private,Master's degree,,13,35,46,13348,Southwest,11767,73,85,26,30,560,660,580,670,570,670
C0672,Private,Master's degree,,42,62,63,20000,Southeast,866,65,100,,,,,,,,
C0673,Private,Master's degree,,43,61,67,43656,Plains,2229,54,90,30,34,650,740,670,770,660,750
C0674,Private,Master's degree,,1,2,3,6639,Southwest,6733,78,91,18,22,440,550,440,550,428,550
C0675,Private,Master's degree,,19,35,42,13380,Plains,7892,25,100,,,,,,,,
C0676,Private,Master's degree,,30,44,47,28190,Great Lakes,28895,80,100,28,31,590,680,630,720,590,690
C0677,Public,Bachelor's degree,,62,67,69,44902,Mid East,682,58,72,22,27,490,590,500,600,480,600
C0678,Public,Master's degree,,70,73,73,9456,Great Lakes,6680,84,92,21,27,470,590,510,640,460,580
C0679,Private,Doctoral degree,,67,74,75,45018,Great Lakes,2911,64,41,17,23,400,510,410,530,370,480
C0680,Private,Doctoral degree,,4,42,42,32445,Great Lakes,1848,57,100,,,480,590,490,590,470,580
C0681,Private,Doctoral degree,,84,87,87,6624,Great Lakes,5139,69,66,,,500,590,520,600,490,590
C0682,Public,Master's degree,,45,50,53,6107,New England,3554,73,75,,,,,,,,
C0683,Private,Master's degree,,65,68,68,8100,New England,125,47,96,17,20,420,480,400,470,,
C0684,Public,Master's degree,,48,57,58,4558,Plains,28623,68,99,19,23,450,540,470,550,,
C0685,Public,Doctoral degree,,46,54,54,10466,New England,4241,,96,18,23,420,520,440,540,,
C0686,Public,Doctoral degree,,15,31,38,5818,Far West,8162,,90,,,,,,,,
C0687,Public,Doctoral degree,,17,37,41,17576,Great Lakes,1755,64,95,19,24,430,540,430,560,,
C0688,Public,Doctoral degree,,48,64,66,8506,Southwest,704,31,79,,,,,,,,
C0689,Public,Master's degree,,76,80,81,4528,Plains,3787,48,96,17,23,420,520,450,540,400,500
C0690,Public,Master's degree,,57,61,62,38110,Great Lakes,38310,54,98,22,27,490,610,540,640,,
C0691,Private,Bachelor's degree,,53,64,66,6343,Great Lakes,322,78,69,21,26,470,570,530,610,,
C0692,Private,Master's degree,,8,13,16,5950,New England,3393,66,96,16,20,390,491,410,520,,
C0693,Private,Doctoral degree,,36,61,67,34424,Southeast,1835,68,95,18,23,390,510,430,510,380,470
C0694,Private,Doctoral degree,,78,81,82,7126,Southeast,5345,86,97,20,25,440,560,450,570,440,560
C0695,Private,Doctoral degree,,19,35,40,42292,Mid East,9902,74,75,20,24,450,550,430,540,430,540
C0696,Private,Master's degree,,76,78,78,5846,Great Lakes,2397,83,82,17,21,,,,,,
C0697,Public,Master's degree,,16,38,46,45358,Great Lakes,2187,89,64,,,,,,,,
C0698,Public,Doctoral degree,,18,30,34,6207,Southeast,1640,64,61,17,22,370,420,420,480,,
C0699,Private,Doctoral degree,,5,6,9,7140,Mid East,20573,78,92,21,26,460,570,470,580,450,550
C0700,Private,Doctoral degree,,,,,16480,Great Lakes,12024,67,98,18,23,,,,,,
C0701,Private,Bachelor's degree,,45,54,54,7784,Southeast,962,,92,19,24,430,540,460,550,420,520
C0702,Private,Bachelor's degree,,65,74,75,9364,Far West,1979,91,97,20,24,,,,,,
C0703,Private,Doctoral degree,,27,48,55,,Great Lakes,1459,59,,19,25,470,560,480,570,470,560
C0704,Private,Bachelor's degree,,7,19,29,34644,Far West,3074,37,100,19,24,430,630,480,580,440,600
C0705,Public,Master's degree,,54,72,75,9804,Southwest,6264,44,99,25,30,530,630,530,640,520,630
C0706,Private,Master's degree,,91,93,93,23300,Rocky Mountains,1444,68,100,22,28,,,,,,
C0707,Public,Master's degree,,25,33,40,43554,Great Lakes,3170,,68,19,26,440,550,450,570,430,550
C0708,Public,Doctoral degree,,22,35,39,37400,Southeast,1554,81,96,20,24,450,550,418,563,,
C0709,Public,Doctoral degree,,14,27,33,12550,Great Lakes,6301,73,96,17,23,,,,,,
C0710,Public,Master's degree,,62,68,69,25736,Great Lakes,736,71,100,21,26,490,600,510,640,,
C0711,Private,Master's degree,,90,93,94,21200,Southwest,2291,72,100,,,,,,,,
C0712,Public,Bachelor's degree,,38,64,69,27920,Southeast,18074,85,100,20,25,450,590,470,580,440,560
C0713,Private,Doctoral degree,,41,66,70,6500,Mid East,1315,59,90,18,22,430,550,430,560,430,510
C0714,Public,Master's degree,,52,68,71,18640,Plains,6225,37,100,20,25,470,610,470,680,,
C0715,Private,Master's degree,,33,51,56,29732,Plains,1263,65,94,23,28,420,580,550,690,460,580
C0716,Private,Doctoral degree,,16,31,34,46285,Southeast,27292,,61,20,26,470,620,450,600,460,580
C0717,Private,Bachelor's degree,,11,30,38,8100,New England,16765,26,96,19,25,470,510,420,530,,
C0718,Private,Master's degree,,44,49,50,7343,Southeast,8376,71,91,20,24,,,,,,
C0719,Private,Master's degree,,54,57,57,32256,Southeast,5852,79,92,16,21,390,490,390,500,380,490
C0720,Public,Master's degree,,22,38,43,,New England,5693,47,,22,27,490,590,500,590,480,580
C0721,Private,Master's degree,,27,43,50,18770,Far West,3269,96,93,18,23,430,550,450,550,420,520
C0722,Public,Doctoral degree,,,,,8920,Great Lakes,49878,30,93,18,24,430,530,420,520,410,520
C0723,Private,Master's degree,,24,30,30,46298,Southeast,14404,37,67,19,24,,,,,,
C0724,Public,Doctoral degree,,81,85,86,,Mid East,419,49,,25,30,550,670,570,670,,
C0725,Public,Master's degree,,21,39,45,18900,Southeast,4043,86,96,17,23,438,493,455,505,428,443
C0726,Private,Doctoral degree,,,,,9313,Great Lakes,17004,68,73,21,26,410,610,460,560,,
C0727,Private,Master's degree,,42,49,54,21150,Mid East,6238,69,91,20,25,460,510,470,590,460,560
C0728,Public,Master's degree,,28,43,47,7530,New England,2136,83,94,,,,,,,,
C0729,Private,Master's degree,,63,68,70,7181,Mid East,6725,84,91,15,20,390,460,390,480,340,442
C0730,Public,Doctoral degree,,22,35,38,6775,Great Lakes,9166,,81,19,26,,,440,570,440,570
C0731,Public,Doctoral degree,,40,43,43,7033,Southeast,1146,53,90,25,29,520,650,550,680,530,630
C0732,Public,Bachelor's degree,,55,61,62,46509,Far West,10599,83,75,,,,,,,,
C0733,Private,Master's degree,,40,59,62,7676,Far West,23060,82,89,28,32,620,730,620,710,650,740
C0734,Private,Bachelor's degree,,62,74,76,7140,Mid East,1419,74,87,18,25,450,580,460,580,460,550
C0735,Private,Doctoral degree,,65,74,75,17014,Far West,6051,79,99,21,26,430,515,450,535,425,490
C0736,Private,Doctoral degree,,82,88,90,23900,Great Lakes,2361,91,100,,,,,,,,
C0737,Private,Doctoral degree,,14,32,37,5241,Southeast,1321,,85,19,25,420,620,430,520,,
C0738,Private,Doctoral degree,,52,74,77,23460,Southeast,2204,77,98,,,,,,,,
C0739,Public,Doctoral degree,,0,0,0,5250,Mid East,29127,8,92,17,22,390,510,445,505,,
C0740,Public,Master's degree,,42,60,62,20595,Rocky Mountains,11674,69,69,25,29,540,627,560,640,,
C0741,Public,Bachelor's degree,,63,69,70,5932,Great Lakes,26073,65,87,20,25,,,,,,
C0742,Public,Doctoral degree,,6,11,16,34744,New England,449,47,100,24,29,520,650,580,680,490,615
C0743,Private,Doctoral degree,,82,90,93,16180,Rocky Mountains,1178,70,85,,,460,590,530,640,,
C0744,Private,Bachelor's degree,,38,62,67,31368,Southeast,190,31,98,26,31,590,710,590,710,580,690
C0745,Public,Master's degree,,28,37,38,23000,Great Lakes,10821,67,100,20,25,440,550,460,580,420,530
C0746,Private,Bachelor's degree,,53,61,62,8412,Mid East,11118,60,86,16,21,440,530,440,550,420,520
C0747,Private,Master's degree,,,,,12776,Mid East,2257,68,96,20,24,450,550,450,560,,
C0748,Private,Doctoral degree,,25,42,46,10920,Southwest,3076,68,100,22,28,505,635,510,605,,
C0749,Private,Master's degree,,48,57,58,25396,Great Lakes,1529,35,100,21,27,480,580,530,630,470,560
C0750,Private,Doctoral degree,,83,85,86,23500,Mid East,3628,63,100,18,23,410,460,430,500,380,480
C0751,Private,Doctoral degree,,10,28,36,33720,Rocky Mountains,2002,48,90,24,29,540,620,540,640,520,620
C0752,Private,Doctoral degree,,21,38,42,35518,Great Lakes,4003,77,99,23,27,500,620,510,610,480,600
C0753,Private,Doctoral degree,,73,76,80,26632,Mid East,3461,30,84,24,28,520,620,530,630,,
C0754,Private,Master's degree,,21,37,43,38526,Rocky Mountains,10923,44,95,23,28,500,640,510,649,,
C0755,Public,Doctoral degree,,42,51,53,32454,Mid East,7260,72,100,,,,,,,,
C0756,Public,Doctoral degree,,76,88,90,25740,Southeast,1164,82,99,,,,,,,,
C0757,Public,Doctoral degree,,0,0,0,10105,Southeast,1223,77,22,32,35,720,800,720,790,700,780
C0758,Private,Doctoral degree,,36,57,63,10784,Great Lakes,1985,14,83,20,25,435,555,460,595,,
C0759,Public,Doctoral degree,,70,73,74,40296,Great Lakes,1998,,94,17,23,450,590,450,570,,
C0760,Public,Doctoral degree,,58,63,64,24080,Southeast,2406,57,100,22,28,490,600,510,610,,
C0761,Private,Doctoral degree,,25,44,50,7343,Plains,1582,33,60,26,31,560,660,590,680,490,610
C0762,Public,Master's degree,,57,61,61,33110,Mid East,1476,64,100,18,24,480,550,440,560,430,540
C0763,Private,Master's degree,,7,22,36,35730,Southeast,9722,81,100,19,24,400,465,423,528,410,498
C0764,Public,Doctoral degree,,18,30,34,24090,Great Lakes,914,81,100,21,25,490,590,490,570,470,560
C0765,Public,Doctoral degree,,6,9,14,5745,Great Lakes,3598,65,90,24,30,520,620,540,650,510,620
C0766,Public,Doctoral degree,,55,67,68,8878,Far West,2832,63,79,,,,,,,,
C0767,Private,Doctoral degree,,3,9,14,31880,Far West,1093,76,100,,,450,570,460,560,430,540
C0768,Private,Doctoral degree,,50,58,60,5598,Far West,21193,56,95,18,22,430,520,440,530,,
C0769,Private,Doctoral degree,,47,63,65,43573,Southeast,3512,86,87,18,22,,,,,,
C0770,Private,Doctoral degree,,41,50,50,5086,Far West,4942,51,74,23,27,540,610,520,620,520,620
C0771,Public,Doctoral degree,,77,81,82,10726,Southeast,1225,47,96,18,27,460,540,500,590,,
C0772,Public,Master's degree,,51,67,69,9065,New England,600,64,50,19,25,420,520,440,530,,
C0773,Public,Master's degree,,1,5,5,8100,Southwest,4367,56,94,21,25,470,590,490,620,,
C0774,Public,Doctoral degree,,35,49,51,26306,Southeast,281,76,100,18,22,400,510,400,520,,
C0775,Public,Master's degree,,,,,4723,Great Lakes,2910,64,97,27,31,570,670,630,720,550,650
C0776,Public,Master's degree,,58,74,77,13486,Southeast,1654,74,93,21,25,470,580,470,600,,
C0777,Public,Doctoral degree,,54,70,73,31612,Southeast,31278,,100,19,23,430,540,420,520,420,520
C0778,Public,Doctoral degree,,5,22,28,37816,Southwest,2368,68,100,20,24,440,550,490,600,,
C0779,Public,Doctoral degree,,28,36,49,38030,Plains,5658,51,99,20,24,,,,,,
C0780,Public,Bachelor's degree,,26,35,40,26340,Southeast,1187,64,97,21,27,460,600,530,670,490,620
C0781,Private,Master's degree,,87,93,94,16496,Far West,22501,66,84,24,29,540,640,530,630,,
C0782,Public,Master's degree,,38,63,68,7206,Mid East,1259,75,90,,,,,,,,
C0783,Private,Master's degree,,33,46,47,,Far West,4044,35,,24,29,490,600,530,630,500,590
C0784,Private,Doctoral degree,,0,79,83,10600,Mid East,887,37,91,18,22,440,530,450,550,430,520
C0785,Private,Doctoral degree,,31,55,78,11960,Southeast,6130,65,96,,,,,,,,
C0786,Private,Doctoral degree,,21,41,43,32310,Southeast,3419,90,98,,,380,460,370,450,,
C0787,Private,Bachelor's degree,,11,25,30,31250,Far West,906,87,99,22,27,,,,,,
C0788,Private,Master's degree,,58,67,67,4605,Mid East,2630,97,96,20,26,480,590,480,590,460,570
C0789,Private,Master's degree,,43,48,49,10816,Southeast,815,76,90,20,25,480,560,490,580,470,570
C0790,Private,Bachelor's degree,,7,9,11,47514,New England,3987,59,67,18,23,410,520,410,510,400,490
C0791,Private,Doctoral degree,,44,52,55,6318,Great Lakes,592,89,96,19,22,440,570,430,550,425,530
C0792,Private,Master's degree,,54,70,72,5606,New England,3454,30,94,19,24,455,570,440,545,455,540
C0793,Private,Master's degree,,57,80,82,25690,Mid East,51526,93,99,19,25,,,,,,
C0794,Private,Doctoral degree,,39,53,56,5460,Great Lakes,24477,67,95,14,21,400,490,420,500,,
C0795,Private,Master's degree,,21,35,39,22150,Mid East,2644,88,100,22,27,490,620,470,610,,
C0796,Private,Master's degree,,44,51,52,28000,Mid East,5112,74,98,23,27,530,660,480,590,520,610
C0797,Private,Doctoral degree,,9,25,33,5732,Far West,1311,78,91,17,22,430,530,430,520,410,500
C0798,Public,Master's degree,,,,,14730,Mid East,2022,76,100,30,34,670,760,680,770,670,760
C0799,Public,Master's degree,,54,68,70,35972,Southeast,12513,56,96,25,30,540,660,560,660,520,630
C0800,Public,Master's degree,,23,34,36,44068,Mid East,6917,37,97,18,22,400,510,420,520,,
C0801,Public,Doctoral degree,,0,0,0,,Plains,5015,74,,20,26,465,550,455,590,,
C0802,Public,Doctoral degree,,31,41,43,5564,New England,3764,92,95,19,24,440,550,450,560,430,530
C0803,Public,Doctoral degree,,35,47,48,17125,New England,731,96,100,18,22,430,520,430,520,,
C0804,Public,Master's degree,,17,29,30,25830,Great Lakes,5847,51,100,17,23,430,550,410,530,420,530
C0805,Public,Master's degree,,20,40,45,26170,Great Lakes,1387,61,99,31,34,680,760,670,770,680,770
C0806,Public,Bachelor's degree,,61,69,70,31132,Southeast,1606,59,100,20,27,460,600,460,600,450,570
C0807,Public,Bachelor's degree,,6,19,26,12564,Plains,4252,45,100,18,25,410,530,410,520,390,510
C0808,Public,Master's degree,,15,30,37,9020,Southwest,3125,54,81,,,,,,,,
C0809,Public,Master's degree,,86,93,94,6410,Far West,1028,50,98,,,430,520,440,540,430,530
C0810,Private,Doctoral degree,,39,56,61,43250,Far West,2942,,81,,,400,470,430,510,,
C0811,Private,Doctoral degree,,27,38,41,6838,Plains,2009,49,94,,,370,460,360,460,,
C0812,Private,Doctoral degree,,32,51,54,6550,Great Lakes,4580,62,75,17,22,410,510,410,510,420,530
C0813,Private,Doctoral degree,,30,51,57,31760,Mid East,3033,41,100,22,26,460,590,490,620,410,570
C0814,Private,Master's degree,,56,81,86,23594,Southeast,21480,62,100,19,25,420,545,455,570,420,540
C0815,Public,Master's degree,,74,78,78,13499,Great Lakes,1081,47,76,,,,,,,,
C0816,Private,Doctoral degree,,16,25,26,19790,Southeast,1225,42,99,19,25,430,550,440,560,,
C0817,Private,Bachelor's degree,,46,65,70,15130,Great Lakes,4977,,99,16,21,390,490,400,510,390,480
C0818,Private,Bachelor's degree,,,,,21100,Great Lakes,2404,42,98,18,27,400,500,410,500,400,500
C0819,Private,Master's degree,,67,71,72,9192,Southeast,2988,99,87,17,23,410,510,430,520,410,500
C0820,Private,Master's degree,,59,74,77,25580,Southeast,997,51,100,20,25,,,480,640,460,580
C0821,Private,Doctoral degree,,15,23,23,8899,Southeast,3520,68,91,19,28,430,550,450,570,420,530
C0822,Private,Master's degree,,10,22,27,46040,Southeast,981,36,95,,,,,,,,
C0823,Private,Master's degree,,47,59,61,45650,Great Lakes,16387,98,43,19,23,,,,,,
C0824,Private,Doctoral degree,,,,,12494,Great Lakes,2806,63,94,16,20,420,515,420,520,,
C0825,Private,Master's degree,,43,61,68,45320,Southeast,7110,99,63,,,,,,,,
C0826,Private,Master's degree,,60,62,62,34070,Mid East,3868,,96,,,,,,,,
C0827,Private,Doctoral degree,,21,37,43,44805,Far West,4732,93,53,20,26,,,,,,
