ID,Control,Highest degree offered,,Tuition and fees 2013-14 ($),Admission rate (%),Geographic region,Total enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Receiving financial aid (%)
C0698,Public,Doctoral degree,,6207,64,Southeast,1640,18,30,34,17,22,61
C0699,Private,Doctoral degree,,7140,78,Mid East,20573,5,6,9,21,26,92
C0700,Private,Doctoral degree,,16480,67,Great Lakes,12024,,,,18,23,98
C0701,Private,Bachelor's degree,,7784,,Southeast,962,45,54,54,19,24,92
C0702,Private,Bachelor's degree,,9364,91,Far West,1979,65,74,75,20,24,97
C0703,Private,Doctoral degree,,,59,Great Lakes,1459,27,48,55,19,25,
C0704,Private,Bachelor's degree,,34644,37,Far West,3074,7,19,29,19,24,100
C0705,Public,Master's degree,,9804,44,Southwest,6264,54,72,75,25,30,99
C0706,Private,Master's degree,,23300,68,Rocky Mountains,1444,91,93,93,22,28,100
C0707,Public,Master's degree,,43554,,Great Lakes,3170,25,33,40,19,26,68
C0708,Public,Doctoral degree,,37400,81,Southeast,1554,22,35,39,20,24,96
C0709,Public,Doctoral degree,,12550,73,Great Lakes,6301,14,27,33,17,23,96
C0710,Public,Master's degree,,25736,71,Great Lakes,736,62,68,69,21,26,100
C0711,Private,Master's degree,,21200,72,Southwest,2291,90,93,94,,,100
C0712,Public,Bachelor's degree,,27920,85,Southeast,18074,38,64,69,20,25,100
C0713,Private,Doctoral degree,,6500,59,Mid East,1315,41,66,70,18,22,90
C0714,Public,Master's degree,,18640,37,Plains,6225,52,68,71,20,25,100
C0715,Private,Master's degree,,29732,65,Plains,1263,33,51,56,23,28,94
C0716,Private,Doctoral degree,,46285,,Southeast,27292,16,31,34,20,26,61
C0717,Private,Bachelor's degree,,8100,26,New England,16765,11,30,38,19,25,96
C0718,Private,Master's degree,,7343,71,Southeast,8376,44,49,50,20,24,91
C0719,Private,Master's degree,,32256,79,Southeast,5852,54,57,57,16,21,92
C0720,Public,Master's degree,,,47,New England,5693,22,38,43,22,27,
C0721,Private,Master's degree,,18770,96,Far West,3269,27,43,50,18,23,93
C0722,Public,Doctoral degree,,8920,30,Great Lakes,49878,,,,18,24,93
C0723,Private,Master's degree,,46298,37,Southeast,14404,24,30,30,19,24,67
C0724,Public,Doctoral degree,,,49,Mid East,419,81,85,86,25,30,
C0725,Public,Master's degree,,18900,86,Southeast,4043,21,39,45,17,23,96
C0726,Private,Doctoral degree,,9313,68,Great Lakes,17004,,,,21,26,73
C0727,Private,Master's degree,,21150,69,Mid East,6238,42,49,54,20,25,91
C0728,Public,Master's degree,,7530,83,New England,2136,28,43,47,,,94
C0729,Private,Master's degree,,7181,84,Mid East,6725,63,68,70,15,20,91
C0730,Public,Doctoral degree,,6775,,Great Lakes,9166,22,35,38,19,26,81
C0731,Public,Doctoral degree,,7033,53,Southeast,1146,40,43,43,25,29,90
C0732,Public,Bachelor's degree,,46509,83,Far West,10599,55,61,62,,,75
C0733,Private,Master's degree,,7676,82,Far West,23060,40,59,62,28,32,89
C0734,Private,Bachelor's degree,,7140,74,Mid East,1419,62,74,76,18,25,87
C0735,Private,Doctoral degree,,17014,79,Far West,6051,65,74,75,21,26,99
C0736,Private,Doctoral degree,,23900,91,Great Lakes,2361,82,88,90,,,100
C0737,Private,Doctoral degree,,5241,,Southeast,1321,14,32,37,19,25,85
C0738,Private,Doctoral degree,,23460,77,Southeast,2204,52,74,77,,,98
C0739,Public,Doctoral degree,,5250,8,Mid East,29127,0,0,0,17,22,92
C0740,Public,Master's degree,,20595,69,Rocky Mountains,11674,42,60,62,25,29,69
C0741,Public,Bachelor's degree,,5932,65,Great Lakes,26073,63,69,70,20,25,87
C0742,Public,Doctoral degree,,34744,47,New England,449,6,11,16,24,29,100
C0743,Private,Doctoral degree,,16180,70,Rocky Mountains,1178,82,90,93,,,85
C0744,Private,Bachelor's degree,,31368,31,Southeast,190,38,62,67,26,31,98
C0745,Public,Master's degree,,23000,67,Great Lakes,10821,28,37,38,20,25,100
C0746,Private,Bachelor's degree,,8412,60,Mid East,11118,53,61,62,16,21,86
C0747,Private,Master's degree,,12776,68,Mid East,2257,,,,20,24,96
C0748,Private,Doctoral degree,,10920,68,Southwest,3076,25,42,46,22,28,100
C0749,Private,Master's degree,,25396,35,Great Lakes,1529,48,57,58,21,27,100
C0750,Private,Doctoral degree,,23500,63,Mid East,3628,83,85,86,18,23,100
C0751,Private,Doctoral degree,,33720,48,Rocky Mountains,2002,10,28,36,24,29,90
C0752,Private,Doctoral degree,,35518,77,Great Lakes,4003,21,38,42,23,27,99
C0753,Private,Doctoral degree,,26632,30,Mid East,3461,73,76,80,24,28,84
C0754,Private,Master's degree,,38526,44,Rocky Mountains,10923,21,37,43,23,28,95
C0755,Public,Doctoral degree,,32454,72,Mid East,7260,42,51,53,,,100
C0756,Public,Doctoral degree,,25740,82,Southeast,1164,76,88,90,,,99
C0757,Public,Doctoral degree,,10105,77,Southeast,1223,0,0,0,32,35,22
C0758,Private,Doctoral degree,,10784,14,Great Lakes,1985,36,57,63,20,25,83
C0759,Public,Doctoral degree,,40296,,Great Lakes,1998,70,73,74,17,23,94
C0760,Public,Doctoral degree,,24080,57,Southeast,2406,58,63,64,22,28,100
C0761,Private,Doctoral degree,,7343,33,Plains,1582,25,44,50,26,31,60
C0762,Public,Master's degree,,33110,64,Mid East,1476,57,61,61,18,24,100
C0763,Private,Master's degree,,35730,81,Southeast,9722,7,22,36,19,24,100
C0764,Public,Doctoral degree,,24090,81,Great Lakes,914,18,30,34,21,25,100
C0765,Public,Doctoral degree,,5745,65,Great Lakes,3598,6,9,14,24,30,90
C0766,Public,Doctoral degree,,8878,63,Far West,2832,55,67,68,,,79
C0767,Private,Doctoral degree,,31880,76,Far West,1093,3,9,14,,,100
C0768,Private,Doctoral degree,,5598,56,Far West,21193,50,58,60,18,22,95
C0769,Private,Doctoral degree,,43573,86,Southeast,3512,47,63,65,18,22,87
C0770,Private,Doctoral degree,,5086,51,Far West,4942,41,50,50,23,27,74
C0771,Public,Doctoral degree,,10726,47,Southeast,1225,77,81,82,18,27,96
C0772,Public,Master's degree,,9065,64,New England,600,51,67,69,19,25,50
C0773,Public,Master's degree,,8100,56,Southwest,4367,1,5,5,21,25,94
C0774,Public,Doctoral degree,,26306,76,Southeast,281,35,49,51,18,22,100
C0775,Public,Master's degree,,4723,64,Great Lakes,2910,,,,27,31,97
C0776,Public,Master's degree,,13486,74,Southeast,1654,58,74,77,21,25,93
C0777,Public,Doctoral degree,,31612,,Southeast,31278,54,70,73,19,23,100
C0778,Public,Doctoral degree,,37816,68,Southwest,2368,5,22,28,20,24,100
C0779,Public,Doctoral degree,,38030,51,Plains,5658,28,36,49,20,24,99
C0780,Public,Bachelor's degree,,26340,64,Southeast,1187,26,35,40,21,27,97
C0781,Private,Master's degree,,16496,66,Far West,22501,87,93,94,24,29,84
C0782,Public,Master's degree,,7206,75,Mid East,1259,38,63,68,,,90
C0783,Private,Master's degree,,,35,Far West,4044,33,46,47,24,29,
C0784,Private,Doctoral degree,,10600,37,Mid East,887,0,79,83,18,22,91
C0785,Private,Doctoral degree,,11960,65,Southeast,6130,31,55,78,,,96
C0786,Private,Doctoral degree,,32310,90,Southeast,3419,21,41,43,,,98
C0787,Private,Bachelor's degree,,31250,87,Far West,906,11,25,30,22,27,99
C0788,Private,Master's degree,,4605,97,Mid East,2630,58,67,67,20,26,96
C0789,Private,Master's degree,,10816,76,Southeast,815,43,48,49,20,25,90
C0790,Private,Bachelor's degree,,47514,59,New England,3987,7,9,11,18,23,67
C0791,Private,Doctoral degree,,6318,89,Great Lakes,592,44,52,55,19,22,96
C0792,Private,Master's degree,,5606,30,New England,3454,54,70,72,19,24,94
C0793,Private,Master's degree,,25690,93,Mid East,51526,57,80,82,19,25,99
C0794,Private,Doctoral degree,,5460,67,Great Lakes,24477,39,53,56,14,21,95
C0795,Private,Master's degree,,22150,88,Mid East,2644,21,35,39,22,27,100
C0796,Private,Master's degree,,28000,74,Mid East,5112,44,51,52,23,27,98
C0797,Private,Doctoral degree,,5732,78,Far West,1311,9,25,33,17,22,91
C0798,Public,Master's degree,,14730,76,Mid East,2022,,,,30,34,100
C0799,Public,Master's degree,,35972,56,Southeast,12513,54,68,70,25,30,96
C0800,Public,Master's degree,,44068,37,Mid East,6917,23,34,36,18,22,97
C0801,Public,Doctoral degree,,,74,Plains,5015,0,0,0,20,26,
C0802,Public,Doctoral degree,,5564,92,New England,3764,31,41,43,19,24,95
C0803,Public,Doctoral degree,,17125,96,New England,731,35,47,48,18,22,100
C0804,Public,Master's degree,,25830,51,Great Lakes,5847,17,29,30,17,23,100
C0805,Public,Master's degree,,26170,61,Great Lakes,1387,20,40,45,31,34,99
C0806,Public,Bachelor's degree,,31132,59,Southeast,1606,61,69,70,20,27,100
C0807,Public,Bachelor's degree,,12564,45,Plains,4252,6,19,26,18,25,100
C0808,Public,Master's degree,,9020,54,Southwest,3125,15,30,37,,,81
C0809,Public,Master's degree,,6410,50,Far West,1028,86,93,94,,,98
C0810,Private,Doctoral degree,,43250,,Far West,2942,39,56,61,,,81
C0811,Private,Doctoral degree,,6838,49,Plains,2009,27,38,41,,,94
C0812,Private,Doctoral degree,,6550,62,Great Lakes,4580,32,51,54,17,22,75
C0813,Private,Doctoral degree,,31760,41,Mid East,3033,30,51,57,22,26,100
C0814,Private,Master's degree,,23594,62,Southeast,21480,56,81,86,19,25,100
C0815,Public,Master's degree,,13499,47,Great Lakes,1081,74,78,78,,,76
C0816,Private,Doctoral degree,,19790,42,Southeast,1225,16,25,26,19,25,99
C0817,Private,Bachelor's degree,,15130,,Great Lakes,4977,46,65,70,16,21,99
C0818,Private,Bachelor's degree,,21100,42,Great Lakes,2404,,,,18,27,98
C0819,Private,Master's degree,,9192,99,Southeast,2988,67,71,72,17,23,87
C0820,Private,Master's degree,,25580,51,Southeast,997,59,74,77,20,25,100
C0821,Private,Doctoral degree,,8899,68,Southeast,3520,15,23,23,19,28,91
C0822,Private,Master's degree,,46040,36,Southeast,981,10,22,27,,,95
C0823,Private,Master's degree,,45650,98,Great Lakes,16387,47,59,61,19,23,43
C0824,Private,Doctoral degree,,12494,63,Great Lakes,2806,,,,16,20,94
C0825,Private,Master's degree,,45320,99,Southeast,7110,43,61,68,,,63
C0826,Private,Master's degree,,34070,,Mid East,3868,60,62,62,,,96
C0827,Private,Doctoral degree,,44805,93,Far West,4732,21,37,43,20,26,53
C0828,Private,Doctoral degree,,10262,84,Plains,2178,51,65,67,19,23,94
C0829,Private,Master's degree,,6353,,Far West,18568,74,79,79,17,23,94
C0830,Private,Master's degree,,4911,84,Mid East,24864,37,50,52,25,29,58
C0831,Private,Doctoral degree,,29090,75,Mid East,543,15,34,43,31,34,100
C0832,Private,Master's degree,,8722,,Great Lakes,2809,53,58,59,18,23,93
C0833,Private,Bachelor's degree,,13271,,Great Lakes,3194,14,28,33,23,28,62
C0834,Private,Doctoral degree,,43164,49,Mid East,6549,15,27,33,,,86
C0835,Private,Doctoral degree,,14772,76,Mid East,3118,,,,17,22,100
C0836,Private,Doctoral degree,,12864,69,Plains,20272,27,41,42,20,24,69
C0837,Private,Master's degree,,29144,76,Mid East,2598,31,47,51,18,23,100
C0838,Private,Master's degree,,10068,62,Southeast,9422,19,35,45,,,77
C0839,Private,Doctoral degree,,26460,74,New England,3180,22,29,29,19,23,99
C0840,Private,Master's degree,,4990,61,Southeast,410,6,17,22,18,22,82
C0841,Private,Doctoral degree,,5714,43,Southeast,1368,,,,,,96
C0842,Private,Doctoral degree,,34670,57,Mid East,3711,54,62,63,21,26,99
C0843,Private,Doctoral degree,,8060,52,Far West,2177,46,54,56,,,87
C0844,Private,Doctoral degree,,42778,78,Mid East,4686,39,57,57,18,23,98
C0845,Private,Doctoral degree,,8100,,New England,8307,17,36,43,24,29,95
C0846,Private,Doctoral degree,,27922,38,Southwest,4221,16,42,48,16,22,100
C0847,Private,Bachelor's degree,,7873,81,New England,8442,32,44,49,19,25,93
C0848,Private,Doctoral degree,,7125,45,Plains,10325,,,,19,24,68
C0849,Private,Doctoral degree,,27916,74,Southwest,4427,10,23,30,19,25,98
C0850,Private,Master's degree,,43910,49,Great Lakes,4220,48,62,64,20,25,100
C0851,Private,Doctoral degree,,44530,81,Rocky Mountains,4341,33,48,48,22,29,100
C0852,Private,Doctoral degree,,8525,63,Plains,6365,88,91,93,23,27,97
C0853,Private,Doctoral degree,,6188,,New England,20006,24,40,45,,,92
C0854,Private,Master's degree,,22950,70,Great Lakes,4028,49,64,68,29,33,99
C0855,Private,Master's degree,,18454,55,Plains,1860,17,23,26,,,99
C0856,Private,Master's degree,,24770,,Far West,1309,37,54,57,17,23,100
C0857,Private,Master's degree,,10700,64,Great Lakes,344,61,65,66,22,27,99
C0858,Private,Master's degree,,14240,,New England,2205,27,45,48,,,83
C0859,Private,Master's degree,,43683,75,New England,833,54,68,70,,,66
C0860,Private,Master's degree,,6143,96,Great Lakes,3056,25,39,44,,,73
C0861,Private,Master's degree,,32613,78,Far West,1846,28,38,39,,,99
C0862,Private,Master's degree,,34950,56,Southeast,80,6,17,26,19,25,92
C0863,Private,Doctoral degree,,44841,83,Mid East,5732,30,53,59,19,25,55
C0864,Private,Doctoral degree,,22000,71,Mid East,1540,8,23,29,29,33,100
C0865,Public,Bachelor's degree,,34600,49,Plains,1813,61,65,66,22,27,98
C0866,Public,Bachelor's degree,,8745,56,Great Lakes,6525,28,43,45,15,19,89
C0867,Public,Bachelor's degree,,4770,71,Rocky Mountains,9323,40,48,48,18,24,78
C0868,Public,Bachelor's degree,,27465,64,Great Lakes,791,18,31,36,23,27,100
C0869,Public,Bachelor's degree,,29000,66,Southeast,38315,47,56,58,18,24,98
C0870,Public,Bachelor's degree,,33209,68,Southeast,7746,44,54,56,20,25,99
C0871,Public,Doctoral degree,,29664,75,Southeast,2418,10,22,27,17,18,99
C0872,Public,Doctoral degree,,12610,26,Southeast,1367,79,86,86,30,33,89
C0873,Public,Doctoral degree,,6516,53,Mid East,97,26,46,53,26,30,99
C0874,Public,Doctoral degree,,9738,90,Southeast,2839,30,54,57,25,30,83
C0875,Public,Doctoral degree,,10614,63,Far West,3207,30,49,51,20,26,89
C0876,Public,Master's degree,,6744,43,Plains,32411,86,92,93,21,27,96
C0877,Public,Master's degree,,5372,82,Southeast,14441,22,30,34,21,27,89
C0878,Public,Master's degree,,7230,28,Plains,1614,47,52,52,20,25,79
C0879,Public,Master's degree,,8750,70,Plains,12757,16,29,30,,,90
C0880,Public,Master's degree,,31580,85,Mid East,4655,17,47,56,22,27,100
C0881,Public,Master's degree,,7449,68,Mid East,4581,25,36,37,,,92
C0882,Public,Master's degree,,43114,54,Southeast,4922,,,,22,27,73
C0883,Public,Master's degree,,42852,47,Far West,1610,19,39,43,19,24,75
C0884,Public,Master's degree,,6276,59,Great Lakes,31123,39,48,53,23,28,89
C0885,Public,Master's degree,,7726,,Mid East,4770,24,27,32,21,25,88
C0886,Public,Master's degree,,25716,,Southwest,1100,72,89,91,,,99
C0887,Public,Master's degree,,6766,,Southwest,10835,76,92,96,21,27,62
C0888,Public,Master's degree,,15840,55,Mid East,3012,39,58,61,27,31,96
C0889,Public,Master's degree,,25450,55,Mid East,3233,70,75,75,22,26,100
C0890,Public,Master's degree,,9904,41,Southeast,8700,90,94,95,15,19,79
C0891,Private,Doctoral degree,,30800,80,Southeast,2399,56,63,64,,,96
C0892,Private,Doctoral degree,,8706,76,Far West,988,37,53,55,19,25,84
C0893,Private,Doctoral degree,,23760,96,Rocky Mountains,8943,28,41,41,19,24,97
C0894,Private,Master's degree,,8074,64,Plains,34752,9,19,28,21,26,95
C0895,Private,Bachelor's degree,,17530,23,Far West,27848,35,44,45,,,95
C0896,Public,Master's degree,,15250,68,Southeast,3583,45,59,63,28,32,84
C0897,Private,Doctoral degree,,34120,40,Plains,1479,35,54,56,21,26,97
C0898,Private,Master's degree,,5437,63,Great Lakes,2206,50,58,60,19,24,76
C0899,Private,Master's degree,,22430,56,Mid East,470,71,75,76,24,29,96
C0900,Private,Bachelor's degree,,13464,75,Great Lakes,2533,39,52,54,20,25,92
C0901,Private,Doctoral degree,,12093,55,Great Lakes,3255,44,65,69,20,26,88
C0902,Public,Doctoral degree,,15840,,Great Lakes,32955,23,35,38,18,24,100
C0903,Private,Master's degree,,9992,53,Southeast,11534,30,50,54,,,66
C0904,Private,Bachelor's degree,,27380,74,Southeast,2246,18,19,19,21,27,95
C0905,Private,Bachelor's degree,,22370,,Mid East,1543,61,67,67,19,25,99
C0906,Private,Bachelor's degree,,26830,66,Plains,9661,15,26,29,17,21,100
C0907,Private,Doctoral degree,,6086,95,Rocky Mountains,1007,12,21,27,,,91
C0908,Private,Master's degree,,24666,87,Mid East,1602,22,34,35,,,100
C0909,Private,Master's degree,,9376,,Great Lakes,2029,16,31,39,15,19,82
C0910,Private,Bachelor's degree,,28644,44,Southeast,1458,72,76,76,19,24,100
C0911,Private,Doctoral degree,,6456,68,Mid East,3205,23,32,33,16,22,89
C0912,Public,Doctoral degree,,22790,40,Southeast,631,67,74,76,21,26,100
C0913,Public,Master's degree,,16972,80,Southeast,9904,28,45,48,18,23,100
C0914,Private,Doctoral degree,,8985,72,Great Lakes,1830,22,34,39,18,24,90
C0915,Public,Doctoral degree,,44670,68,Southeast,40909,41,48,53,22,27,63
C0916,Private,Doctoral degree,,45890,76,Plains,4455,37,59,64,16,22,62
C0917,Private,Master's degree,,22892,72,Southeast,6160,0,20,20,19,23,99
C0918,Private,Bachelor's degree,,9763,,New England,8458,,,,22,27,68
C0919,Private,Doctoral degree,,5693,,Great Lakes,3726,29,37,39,,,79
C0920,Private,Bachelor's degree,,46598,36,Mid East,13757,15,31,38,22,26,44
C0921,Private,Bachelor's degree,,44605,88,Mid East,11267,53,58,61,22,27,69
C0922,Private,Master's degree,,7498,87,Southeast,5137,50,61,63,19,24,99
C0923,Private,Bachelor's degree,,15463,53,Plains,4407,28,46,51,16,23,53
C0924,Private,Master's degree,,42920,51,Rocky Mountains,1310,30,51,54,25,31,89
C0925,Private,Master's degree,,41392,39,New England,7476,65,83,87,19,26,76
C0926,Private,Master's degree,,6089,18,Southeast,23447,45,51,52,19,25,79
C0927,Private,Master's degree,,29448,78,Great Lakes,1738,13,28,32,18,22,98
C0928,Private,Bachelor's degree,,6059,76,Mid East,5236,19,31,36,,,77
C0929,Public,Doctoral degree,,25450,44,Southeast,8703,41,58,60,22,28,100
C0930,Public,Master's degree,,6536,49,Mid East,680,28,36,38,18,24,68
C0931,Public,Doctoral degree,,7174,80,Southwest,2304,59,71,73,22,28,91
C0932,Public,Doctoral degree,,16094,83,Southeast,1185,39,47,50,17,23,99
C0933,Public,Doctoral degree,,33150,35,Far West,8917,19,25,27,20,24,79
C0934,Public,Doctoral degree,,13494,41,Mid East,879,52,60,62,27,31,97
C0935,Public,Doctoral degree,,33120,85,Southwest,480,8,33,48,18,22,100
C0936,Private,Bachelor's degree,,46600,96,Mid East,17363,47,63,65,17,22,65
C0937,Public,Doctoral degree,,7218,,Southeast,1439,28,65,70,16,20,95
C0938,Private,Bachelor's degree,,27368,69,Mid East,635,,,,22,27,100
C0939,Public,Master's degree,,7316,70,Southeast,4491,37,49,52,31,34,83
C0940,Private,Master's degree,,6216,44,Southeast,9120,18,34,38,,,94
C0941,Private,Master's degree,,35380,67,Southwest,2372,23,32,35,15,18,97
C0942,Private,Bachelor's degree,,6772,70,Great Lakes,14852,28,49,52,25,28,93
C0943,Private,Bachelor's degree,,20060,94,Mid East,21593,83,89,90,,,100
C0944,Private,Master's degree,,8060,66,Plains,3121,66,74,76,,,75
C0945,Private,Master's degree,,8710,77,Plains,3049,52,61,62,28,32,82
C0946,Private,Master's degree,,23500,73,Mid East,10743,39,53,54,21,27,100
C0947,Private,Doctoral degree,,23900,66,Rocky Mountains,3462,37,59,65,28,32,98
C0948,Private,Master's degree,,32470,59,New England,21138,50,55,57,24,29,99
C0949,Private,Doctoral degree,,28200,77,Plains,4199,78,81,81,20,26,98
C0950,Public,Doctoral degree,,31120,55,Great Lakes,2506,76,88,89,,,99
C0951,Public,Doctoral degree,,31760,62,Mid East,4399,47,57,58,27,32,100
C0952,Public,Bachelor's degree,,8130,75,Southeast,443,60,73,74,20,24,88
C0953,Private,Doctoral degree,,24150,66,Plains,43710,77,82,84,21,24,100
C0954,Private,Doctoral degree,,37600,83,Far West,1107,30,39,41,22,26,84
C0955,Public,Bachelor's degree,,7140,55,Great Lakes,1837,9,22,29,19,24,100
C0956,Public,Master's degree,,2700,92,Plains,1204,70,80,82,21,26,59
C0957,Public,Doctoral degree,,24550,89,Great Lakes,2449,18,27,27,,,100
C0958,Public,Doctoral degree,,26328,81,Southeast,1299,18,33,40,19,24,98
C0959,Public,Master's degree,,40117,50,Far West,2170,51,56,57,22,29,100
C0960,Public,Doctoral degree,,27082,65,New England,3555,63,70,70,20,26,99
C0961,Private,Doctoral degree,,27830,,Southeast,1922,26,42,46,23,28,99
C0962,Private,Master's degree,,6186,60,Southwest,2339,50,74,78,,,66
C0963,Private,Master's degree,,37024,82,Southeast,767,25,32,35,20,25,99
C0964,Public,Doctoral degree,,8100,70,Far West,13326,85,87,87,20,25,94
C0965,Private,Doctoral degree,,29500,74,New England,1255,15,43,52,,,96
C0966,Private,Doctoral degree,,3232,68,Plains,591,71,74,74,20,25,81
C0967,Private,Doctoral degree,,28970,43,Great Lakes,12588,33,38,38,16,20,100
C0968,Public,Master's degree,,23696,81,Southeast,24828,19,33,36,,,100
C0969,Public,Doctoral degree,,14864,,Great Lakes,25155,69,80,82,24,29,72
C0970,Private,Master's degree,,22684,64,Mid East,506,24,38,42,21,27,92
C0971,Public,Doctoral degree,,10650,82,Southeast,14629,15,28,33,22,28,72
C0972,Private,Doctoral degree,,5701,73,Southeast,965,43,54,55,27,31,95
C0973,Private,Master's degree,,15630,97,Plains,1714,49,64,67,,,100
C0974,Private,Bachelor's degree,,38670,33,Mid East,15845,23,40,45,17,21,97
C0975,Private,Doctoral degree,,21680,48,Southwest,2536,41,52,55,,,100
C0976,Private,Master's degree,,9908,97,Far West,8923,63,74,75,18,24,66
C0977,Private,Master's degree,,17300,72,Southwest,2010,41,53,55,,,100
C0978,Private,Master's degree,,27684,72,Plains,842,39,55,67,19,24,99
C0979,Public,Bachelor's degree,,41686,61,Mid East,33329,48,52,53,19,25,77
C0980,Public,Doctoral degree,,7713,85,Southwest,824,54,64,65,21,27,92
C0981,Private,Bachelor's degree,,13142,58,Southeast,5033,5,11,11,18,22,63
C0982,Private,Master's degree,,9308,79,Far West,2729,28,31,31,20,25,97
C0983,Private,Master's degree,,11144,62,Great Lakes,12159,21,40,45,20,28,93
C0984,Private,Master's degree,,44790,78,Southeast,13407,18,38,46,20,26,49
C0985,Private,Master's degree,,15218,61,Plains,1580,35,56,60,,,87
C0986,Public,Doctoral degree,,12112,53,Southeast,1247,18,27,27,20,25,82
C0987,Private,Master's degree,,10227,90,Mid East,1366,17,36,44,20,24,94
C0988,Private,Master's degree,,18430,52,Great Lakes,5790,13,28,31,29,32,99
C0989,Private,Doctoral degree,,9415,48,Great Lakes,1325,31,37,39,20,24,84
C0990,Private,Master's degree,,6940,73,Southwest,1618,59,67,68,23,28,95
C0991,Private,Master's degree,,5436,73,Far West,918,16,35,43,23,28,94
C0992,Private,Master's degree,,25520,86,Great Lakes,14032,33,46,46,19,24,94
C0993,Private,Master's degree,,29000,68,Mid East,1212,31,36,40,30,34,99
C0994,Private,Doctoral degree,,14220,41,Mid East,1170,42,63,64,21,26,93
C0995,Public,Master's degree,,14120,,Southeast,44942,24,40,43,14,17,96
C0996,Public,Master's degree,,8206,83,Far West,17904,42,42,44,16,21,71
C0997,Public,Master's degree,,36160,70,Southeast,1129,52,63,64,25,31,92
C0998,Public,Master's degree,,7878,,Rocky Mountains,13850,11,20,26,17,23,76
C0999,Public,Doctoral degree,,16234,79,Southeast,5279,9,9,9,18,25,94
C1000,Public,Doctoral degree,,19920,60,Far West,1741,36,53,55,,,94
C1001,Private,Bachelor's degree,,14750,78,Southwest,1080,19,38,44,20,25,65
C1002,Private,Doctoral degree,,22272,70,Southeast,21981,83,85,86,,,97
C1003,Private,Master's degree,,25934,,Southwest,3506,46,50,54,22,27,99
C1004,Public,Master's degree,,8585,66,Rocky Mountains,1653,10,34,52,18,24,83
C1005,Private,Master's degree,,17744,65,Great Lakes,1355,50,64,68,18,24,100
C1006,Private,Master's degree,,18330,80,Southeast,701,69,81,81,18,24,100
C1007,Public,Doctoral degree,,38930,78,Plains,2448,50,56,58,19,23,100
C1008,Private,Doctoral degree,,32142,71,New England,878,27,39,40,17,22,96
C1009,Private,Master's degree,,3850,18,Great Lakes,12448,12,24,31,,,71
C1010,Private,Doctoral degree,,24642,50,Plains,6915,20,35,41,18,21,90
C1011,Private,Doctoral degree,,7182,71,Southeast,17838,60,68,69,28,32,97
C1012,Private,Master's degree,,16100,89,New England,1902,33,59,66,19,23,96
C1013,Private,Master's degree,,33990,51,Great Lakes,46615,24,36,39,,,95
C1014,Private,Master's degree,,6118,53,Great Lakes,7431,19,39,44,18,25,81
C1015,Private,Bachelor's degree,,44490,46,Southeast,8918,3,7,15,,,98
C1016,Public,Doctoral degree,,32660,,Southwest,1552,15,36,41,22,26,100
C1017,Private,Doctoral degree,,7578,68,New England,579,64,73,74,23,28,80
C1018,Public,Doctoral degree,,29124,100,Great Lakes,243,,,,21,28,98
C1019,Private,Bachelor's degree,,38754,42,Great Lakes,6777,63,71,71,17,22,95
C1020,Private,Master's degree,,25430,82,Great Lakes,7052,40,58,61,18,22,100
C1021,Private,Master's degree,,30715,51,Great Lakes,854,57,74,77,26,31,73
C1022,Public,Master's degree,,14490,,Southeast,5286,9,20,24,20,23,94
C1023,Public,Master's degree,,8634,77,Plains,46733,,,,,,88
C1024,Public,Master's degree,,45760,,Mid East,1163,16,32,41,,,47
C1025,Public,Doctoral degree,,25180,84,Plains,940,26,60,67,15,20,100
C1026,Public,Doctoral degree,,8423,82,Great Lakes,9719,12,21,25,20,24,94
C1027,Public,Master's degree,,8582,15,Far West,2240,14,35,42,23,29,84
C1028,Private,Master's degree,,28122,75,Southeast,5147,63,63,63,,,95
C1029,Public,Bachelor's degree,,45874,13,Plains,2524,13,32,32,23,29,57
C1030,Public,Doctoral degree,,28630,24,Mid East,2161,20,43,49,18,24,100
C1031,Private,Master's degree,,8976,70,Southeast,20053,59,68,68,24,30,75
C1032,Private,Doctoral degree,,,36,Plains,17203,,,,,,
C1033,Public,Doctoral degree,,41538,51,Rocky Mountains,14913,18,28,30,,,73
C1034,Private,Doctoral degree,,,88,Southwest,808,57,67,69,,,
C1035,Public,Bachelor's degree,,6357,61,Southwest,7096,22,39,46,,,91
C1036,Private,Master's degree,,10600,100,Southeast,6723,22,37,38,,,93
C1037,Public,Bachelor's degree,,6160,61,Mid East,27812,89,92,93,26,30,98
C1038,Public,Master's degree,,8542,19,Southwest,6033,70,79,80,21,27,88
C1039,Private,Master's degree,,31334,59,Southeast,8156,59,81,83,17,24,92
C1040,Public,Doctoral degree,,7546,55,Mid East,1600,23,30,48,19,25,99
C1041,Private,Doctoral degree,,5963,77,New England,6536,33,52,57,25,30,78
C1042,Private,Doctoral degree,,20650,73,Far West,3108,28,28,28,,,100
C1043,Public,Master's degree,,6559,59,Southeast,2286,24,41,49,23,28,93
C1044,Private,Doctoral degree,,24778,78,Southeast,13908,87,92,93,19,23,91
C1045,Private,Doctoral degree,,31500,54,Mid East,3690,26,37,39,14,18,100
C1046,Private,Bachelor's degree,,23900,34,Great Lakes,15058,,,,24,29,100
