ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C0839,59,67,68,,,68,16,2625,3838,Private,Suburb: Large,21791,2293,Mid East,789,Doctoral degree,No,530,100,N/A,,,,,,,2823,No,26334,27422,28330,29624,2034
C0840,16,25,26,22,25,57,60,885,1554,Private,Suburb: Large,,2865,Mid East,741,Master's degree,No,1101,100,N/A,450,520,450,535,440,510,3966,No,28010,29100,30380,31260,3225
C0841,50,62,65,22,28,67,31,3315,4978,Private,City: Large,22045,8415,Mid East,3524,Doctoral degree,No,1886,95,N/A,505,635,510,605,,,10301,No,36729,38198,39368,40426,6777
C0842,77,82,84,28,32,26,35,15066,57845,Private,City: Large,66851,35096,Mid East,21984,Doctoral degree,No,9503,55,N/A,620,720,630,740,640,730,44599,No,40082,41606,43204,44848,22615
C0843,60,65,65,21,25,66,28,2465,3716,Private,Suburb: Large,22001,3342,Mid East,1160,Doctoral degree,No,714,98,Roman Catholic,460,550,470,570,,,4056,No,25650,26400,27230,28200,2896
C0844,25,43,47,20,24,74,21,4024,5433,Private,Suburb: Large,15730,6028,Mid East,3089,Doctoral degree,No,1517,97,N/A,440,550,490,600,,,7545,No,25470,27290,28940,30780,4456
C0845,24,39,42,17,22,97,39,677,700,Private,Suburb: Large,3829,2033,Mid East,1251,Doctoral degree,No,1049,100,Christ and Missionary Alliance Church,400,535,370,520,,,3082,No,20500,21500,22500,23250,1831
C0846,34,49,51,21,25,77,19,9900,12885,Private,City: Large,11184,9148,Mid East,4335,Doctoral degree,No,3476,99,N/A,470,570,470,570,,,12624,No,33702,35032,36614,38069,8289
C0847,26,36,37,20,25,75,33,725,970,Private,Rural: Distant,20754,969,Mid East,0,Bachelor's degree,No,12,99,N/A,450,530,430,530,,,981,No,22985,23695,24408,25261,981
C0848,33,52,57,28,32,75,17,2591,3444,Private,City: Large,30868,4008,Mid East,2735,Doctoral degree,No,882,94,N/A,550,660,640,740,550,650,4890,No,36284,37882,39566,41328,2155
C0849,65,83,85,27,31,41,21,6654,16150,Private,City: Small,88229,6565,Mid East,1262,Doctoral degree,No,149,95,N/A,620,720,670,768,,,6714,No,40680,42704,44475,46269,5452
C0850,53,60,61,20,25,73,35,591,814,Private,Suburb: Large,12730,1585,Mid East,420,Master's degree,No,150,100,Free Methodist,450,590,470,580,440,560,1735,No,24369,25322,26324,27364,1315
C0851,28,56,66,25,31,60,28,9839,16354,Private,Suburb: Large,47198,14119,Mid East,2703,Doctoral degree,No,2464,95,N/A,540,640,570,680,520,630,16583,No,30717,32037,33258,34424,13880
C0852,77,84,85,29,32,36,24,6153,17244,Private,City: Midsize,162764,9284,Mid East,4843,Doctoral degree,No,1736,89,N/A,600,700,650,750,620,700,11020,No,40282,41826,43666,45372,6177
C0853,52,57,58,,,57,23,1267,2237,Private,City: Small,9469,1852,Mid East,1133,Doctoral degree,No,980,98,N/A,,,,,,,2832,No,27850,28000,28000,28000,1699
C0854,54,66,67,21,27,80,20,2203,2754,Private,Town: Remote,24874,2037,Mid East,418,Master's degree,No,207,99,Roman Catholic,460,580,470,600,450,570,2244,No,26895,27890,28727,29589,1826
C0855,27,48,52,,,64,31,1811,2815,Private,City: Large,25980,2481,Mid East,55,Master's degree,No,338,98,N/A,430,510,420,520,420,520,2819,No,17280,18100,19200,20700,2764
C0856,77,80,80,,,46,31,2054,4424,Private,Town: Remote,104324,2410,Mid East,92,Master's degree,No,96,95,N/A,,,,,,,2506,No,41155,42735,44400,46040,2414
C0857,53,64,66,,,78,17,3605,4651,Private,City: Small,7914,3303,Mid East,1651,Master's degree,No,1239,99,N/A,,,,,,,4542,No,24138,25464,26622,27684,2891
C0858,36,52,53,17,20,82,22,1514,1841,Private,Suburb: Large,28754,1307,Mid East,171,Master's degree,No,665,97,N/A,420,520,410,530,410,510,1972,No,22410,23720,25110,26340,1801
C0859,62,68,69,,,62,26,1335,2165,Private,Suburb: Large,44780,1701,Mid East,311,Master's degree,No,81,78,N/A,,,,,,,1782,No,43564,45212,46924,48696,1471
C0860,74,79,80,22,27,68,13,5500,8082,Private,Suburb: Large,42117,3059,Mid East,56,Master's degree,No,148,98,Roman Catholic,500,600,520,620,480,590,3207,No,26510,29295,30200,31368,3151
C0861,83,85,86,26,30,35,23,2904,8285,Private,Suburb: Small,110095,2647,Mid East,18,Master's degree,No,55,57,N/A,560,680,570,670,570,690,2702,No,41184,42380,44170,45874,2684
C0862,56,70,72,21,25,75,23,2373,3148,Private,City: Large,10819,3699,Mid East,825,Master's degree,No,1655,96,N/A,470,570,480,580,460,560,5354,No,17565,18425,20125,21878,4529
C0863,65,71,72,22,27,63,21,2521,4016,Private,Suburb: Large,15525,3350,Mid East,1028,Doctoral degree,No,637,100,Roman Catholic,480,570,510,600,460,560,3987,No,25270,26260,27370,28430,2959
C0864,36,47,55,21,27,53,10,27449,51634,Private,City: Large,25196,13719,Mid East,4956,Doctoral degree,No,7010,98,Roman Catholic,480,590,490,620,,,20729,No,31980,33875,35520,37260,15773
C0865,39,47,49,21,26,55,35,3165,5761,Public,Town: Remote,1175,3222,Mid East,0,Bachelor's degree,No,333,94,N/A,470,570,530,610,,,3555,No,6218,6542,6874,7294,3555
C0866,23,29,29,,,78,29,2653,3391,Public,Town: Remote,2677,2938,Mid East,0,Bachelor's degree,No,574,96,N/A,,,,,,,3512,No,6297,6539,6859,7181,3512
C0867,28,43,45,,,59,33,2843,4846,Public,Town: Remote,1295,2590,Mid East,0,Bachelor's degree,No,718,91,N/A,,,,,,,3308,No,6405,6780,7090,7200,3308
C0868,29,40,44,16,22,73,39,2021,2765,Public,Town: Distant,1523,2267,Mid East,0,Bachelor's degree,No,186,90,N/A,450,540,450,540,,,2453,No,7672,7768,8262,7149,2453
C0869,21,41,43,19,23,53,42,2843,5401,Public,Suburb: Large,771,6074,Mid East,0,Bachelor's degree,No,2088,68,N/A,430,510,450,540,,,8162,No,6093,6444,6793,7125,8162
C0870,21,25,25,17,21,59,36,2388,4049,Public,Rural: Distant,479,2668,Mid East,0,Bachelor's degree,No,360,94,N/A,420,500,420,530,,,3028,No,6522,7520,8277,7412,3028
C0871,56,64,66,22,26,55,22,11744,21178,Public,City: Small,2600,14398,Mid East,4516,Doctoral degree,No,2940,79,N/A,490,580,520,610,,,17338,No,6830,7172,7525,8040,12822
C0872,69,79,81,27,30,43,22,12104,28232,Public,Suburb: Midsize,4893,14383,Mid East,3080,Doctoral degree,No,1694,61,N/A,590,675,630,710,580,670,16077,No,6881,7216,7645,8144,12997
C0873,52,68,72,23,28,57,28,13053,23093,Public,Suburb: Large,19863,24816,Mid East,10019,Doctoral degree,No,5034,75,N/A,500,600,550,660,,,29850,No,7136,7482,7989,8211,19831
C0874,45,63,66,26,30,39,23,11963,30300,Public,Suburb: Large,6730,20044,Mid East,8151,Doctoral degree,No,4099,80,N/A,550,650,600,700,540,650,24143,No,6580,6994,7560,7995,15992
C0875,51,69,71,23,27,51,37,777,1538,Public,City: Midsize,10676,1966,Mid East,527,Doctoral degree,No,263,90,N/A,520,620,540,640,,,2229,No,5941,6269,6593,7033,1702
C0876,32,45,48,22,26,48,29,929,1954,Public,Suburb: Midsize,1367,1620,Mid East,676,Master's degree,No,860,92,N/A,450,550,500,580,,,2480,No,6114,6439,6764,7090,1804
C0877,48,64,67,21,26,48,27,4091,8570,Public,Town: Fringe,1042,6729,Mid East,1038,Master's degree,No,1399,87,N/A,470,570,490,590,450,550,8128,No,6176,6508,6881,7222,7090
C0878,25,45,49,,,49,24,5463,11256,Public,City: Large,2738,8799,Mid East,1736,Master's degree,No,2292,87,N/A,440,520,450,540,,,11091,No,6053,6353,6694,7022,9355
C0879,47,67,70,21,25,47,22,5394,11518,Public,Town: Distant,3788,6537,Mid East,710,Master's degree,No,573,84,N/A,480,550,500,580,,,7110,No,6215,6574,6942,7327,6400
C0880,45,63,64,21,26,52,33,3032,5883,Public,Town: Distant,4444,5149,Mid East,299,Master's degree,No,242,87,N/A,470,570,470,580,,,5391,No,6333,6688,7058,7400,5092
C0881,66,77,78,27,29,46,24,4184,9164,Public,Town: Distant,3910,5452,Mid East,140,Master's degree,No,192,59,N/A,580,690,600,700,,,5644,No,6401,6758,7068,7430,5504
C0882,51,68,70,23,27,44,20,5620,12892,Public,Suburb: Large,2054,6538,Mid East,1008,Master's degree,No,1040,73,N/A,510,610,520,610,510,600,7578,No,6135,6458,6758,7083,6570
C0883,54,69,70,22,25,51,21,5205,10261,Public,Town: Remote,6137,5808,Mid East,234,Master's degree,No,226,79,N/A,500,580,520,600,490,580,6034,No,6231,6559,6896,7230,5800
C0884,40,56,58,22,26,49,30,5034,10351,Public,Town: Distant,2181,7306,Mid East,789,Master's degree,No,811,91,N/A,520,590,520,590,,,8117,No,6186,6510,6841,7181,7328
C0885,30,49,51,,,68,25,3257,4764,Public,Town: Remote,4926,3817,Mid East,335,Master's degree,No,225,91,N/A,,,,,,,4042,No,6183,6506,6842,7174,3707
C0886,50,58,60,21,26,33,28,2790,8405,Public,Suburb: Large,12326,3949,Mid East,114,Master's degree,No,404,82,N/A,500,600,480,580,490,600,4353,No,6504,6829,7230,7573,4239
C0887,20,32,36,19,22,58,21,1939,3341,Public,Suburb: Large,44,3657,Mid East,206,Master's degree,No,710,77,N/A,450,530,470,550,430,520,4367,No,5966,6324,6624,6624,4161
C0888,41,58,60,20,24,46,26,3739,8193,Public,Town: Distant,2624,5458,Mid East,412,Master's degree,No,593,91,N/A,460,550,470,570,,,6051,No,6164,6502,6828,7179,5639
C0889,8,13,16,,,81,36,1195,1484,Public,Suburb: Small,1849,4309,Mid East,996,Master's degree,No,7514,94,N/A,,,,,,,11823,No,5195,5545,5915,6265,10827
C0890,25,44,50,20,26,64,40,818,1279,Public,City: Large,2048,1612,Mid East,154,Master's degree,No,143,76,N/A,450,570,480,600,430,560,1755,No,6157,6457,6782,7109,1601
C0891,69,79,81,23,28,49,25,13990,28269,Private,City: Midsize,49259,19092,Mid East,6170,Doctoral degree,No,2175,74,N/A,500,620,540,650,520,630,21267,No,36302,37668,39004,40458,15097
C0892,,,,,,,,,,Private,City: Large,63758,3169,Mid East,5149,Doctoral degree,No,1980,,N/A,,,,,,,5149,No,,,,,0
C0893,31,42,48,,,59,85,1016,1732,Private,City: Large,991,8105,Mid East,7041,Doctoral degree,No,5763,84,N/A,,,,,,,13868,No,14050,14550,14850,15250,6827
C0894,,,,,,,,,,Private,City: Small,42,0,Mid East,2457,Master's degree,No,39897,,N/A,,,,,,,39897,No,,,,,37440
C0895,82,87,88,28,31,37,26,2134,5725,Private,City: Small,172819,2225,Mid East,0,Bachelor's degree,No,21,81,N/A,590,680,630,720,590,690,2246,No,42042,43602,45219,46785,2246
C0896,62,74,74,,,,,,,Public,Suburb: Large,,958,US Service schools,27,Master's degree,No,27,18,N/A,,,,,,,985,No,,,,1032,958
C0897,30,44,47,18,23,85,16,3151,3689,Private,City: Small,6923,2444,Mid East,1147,Doctoral degree,No,1584,99,N/A,410,520,420,530,400,500,4028,No,28620,29996,31930,33320,2881
C0898,90,93,94,30,33,24,36,1832,7597,Private,Suburb: Large,351860,2437,Mid East,0,Master's degree,No,40,71,N/A,660,740,650,730,660,750,2477,No,43190,44705,46270,47890,2477
C0899,53,61,61,22,27,70,21,2056,2942,Private,City: Large,36002,1985,Mid East,403,Master's degree,No,260,99,Lutheran Church in America,530,630,520,640,520,620,2245,No,34100,35820,37540,39220,1842
C0900,56,58,58,21,26,60,12,1321,2214,Private,Rural: Distant,55802,524,Mid East,0,Bachelor's degree,No,10,100,N/A,480,600,470,590,460,560,534,No,32180,33410,34700,35900,534
C0901,60,81,85,23,29,82,66,1294,1575,Private,City: Large,180152,5585,Mid East,3860,Doctoral degree,No,1162,84,N/A,550,680,550,690,540,670,6747,No,33050,35200,36500,37600,2887
C0902,42,64,69,24,28,63,39,7744,12248,Public,Town: Distant,4526,16021,Southeast,1813,Doctoral degree,No,1817,67,N/A,520,620,540,620,500,590,17838,No,5251,5538,6059,6462,16025
C0903,41,47,48,18,22,42,18,1225,2933,Private,Town: Fringe,24393,906,Southeast,8,Master's degree,No,159,100,Christian Church (Disciples of Christ),410,500,430,520,390,480,1065,No,21784,22982,24180,25396,1057
C0904,33,38,38,18,24,68,19,1485,2197,Private,Suburb: Midsize,5529,1549,Southeast,0,Bachelor's degree,No,98,100,Roman Catholic,428,540,440,530,,,1647,No,23002,26182,27622,18500,1647
C0905,25,39,44,,,83,14,1354,1639,Private,City: Large,16115,609,Southeast,0,Bachelor's degree,Yes,71,100,United Methodist,,,,,,,680,No,15844,16794,16794,17355,680
C0906,31,41,43,18,22,45,24,1032,2299,Private,Town: Fringe,34639,690,Southeast,0,Bachelor's degree,No,11,99,United Methodist,420,520,430,530,,,701,No,22250,22860,23900,25200,701
C0907,39,46,49,17,27,70,10,8180,11714,Private,Town: Fringe,20894,4981,Southeast,1657,Doctoral degree,No,1141,100,Baptist,380,655,385,645,390,650,6122,No,22520,24720,25000,26240,4465
C0908,41,50,53,,,41,26,1309,3226,Private,Suburb: Midsize,40089,1211,Southeast,12,Master's degree,No,99,99,N/A,430,540,440,560,,,1310,No,25160,25160,26040,26820,1298
C0909,15,22,24,14,17,62,21,2282,3708,Private,Town: Distant,18888,1285,Southeast,6,Master's degree,No,82,100,Southern Baptist,360,430,340,440,340,420,1367,No,20070,21020,21950,22510,1361
C0910,90,92,92,29,33,26,40,1215,4745,Private,Suburb: Large,292976,1788,Southeast,0,Bachelor's degree,No,0,62,Presbyterian Church (USA),630,730,600,710,610,710,1788,No,36683,38866,40809,42849,1788
C0911,87,93,94,30,34,13,42,4077,30374,Private,City: Midsize,364661,14894,Southeast,8821,Doctoral degree,No,573,64,United Methodist,670,760,690,790,680,780,15467,No,40243,41938,43623,45376,6646
C0912,31,52,56,21,24,62,42,9658,15535,Public,City: Small,5852,20971,Southeast,5379,Doctoral degree,No,5916,73,N/A,480,550,500,570,450,540,26887,No,4797,5364,5869,6143,21508
C0913,21,38,42,16,18,57,23,2243,3925,Public,Town: Distant,1815,2155,Southeast,85,Master's degree,Yes,266,97,N/A,380,450,400,470,370,440,2421,No,3640,3814,4150,4429,2336
C0914,77,81,82,23,26,54,27,5370,9949,Private,Suburb: Midsize,27116,6052,Southeast,706,Doctoral degree,No,253,68,N/A,560,660,560,660,560,660,6305,No,26827,27881,28980,30149,5599
C0915,12,27,32,17,19,55,28,2204,4010,Public,City: Midsize,3374,4325,Southeast,769,Doctoral degree,Yes,1854,96,N/A,380,450,400,470,360,430,6179,No,3476,4109,4324,4605,5410
C0916,43,55,55,19,25,48,16,2640,5481,Private,Town: Distant,13056,2784,Southeast,2069,Doctoral degree,No,1872,100,Southern Baptist,440,550,460,570,430,550,4656,No,22410,23510,24450,25830,2587
C0917,15,28,31,15,21,78,19,1029,1314,Private,City: Large,19158,781,Southeast,38,Master's degree,No,231,100,United Methodist,390,500,400,520,380,480,1012,No,24070,24970,25600,26306,974
C0918,49,55,57,20,26,68,20,2066,3030,Private,City: Large,34506,1928,Southeast,0,Bachelor's degree,No,374,99,Friends,460,610,480,580,450,580,2302,No,28800,30430,31380,32470,2302
C0919,58,62,62,21,26,64,26,4918,7663,Private,City: Midsize,10066,4017,Southeast,200,Doctoral degree,No,182,73,United Methodist,490,580,500,600,480,580,4199,No,,,,30715,3999
C0920,32,40,44,15,19,37,13,1752,4777,Private,City: Large,,1323,Southeast,0,Bachelor's degree,Yes,64,89,N/A,363,470,370,450,,,1387,No,16542,17368,18236,18236,1387
C0921,30,38,38,,,66,19,1164,1751,Private,Rural: Distant,24342,883,Southeast,0,Bachelor's degree,No,7,100,Presbyterian Church (USA),,,,,,,890,No,22414,22564,23950,24150,890
C0922,40,48,49,18,23,68,10,3241,4762,Private,City: Small,39732,1519,Southeast,407,Master's degree,No,379,99,Evangelical Lutheran Church,430,530,450,550,,,1898,No,25290,26524,27718,29310,1491
C0923,11,17,20,13,16,71,17,2329,3270,Private,Suburb: Midsize,1610,1164,Southeast,0,Bachelor's degree,Yes,11,98,African Methodist Episcopal Zion Church,320,410,320,410,310,390,1175,No,14358,15408,15408,16024,1175
C0924,26,38,38,17,23,64,22,1869,2899,Private,Suburb: Large,27581,1333,Southeast,14,Master's degree,No,107,99,N/A,410,510,420,530,,,1440,No,21997,23318,24536,25636,1426
C0925,50,61,62,20,25,62,38,1098,1762,Private,City: Large,43193,1602,Southeast,301,Master's degree,No,270,100,N/A,460,570,470,570,,,1872,No,26200,27770,29186,30562,1571
C0926,18,40,43,18,23,61,18,2497,4079,Private,City: Midsize,8641,2100,Southeast,220,Master's degree,No,363,99,United Methodist,420,520,440,540,400,490,2463,No,24148,25550,27070,27830,2243
C0927,26,37,39,17,23,54,29,380,700,Private,Suburb: Large,13183,635,Southeast,183,Master's degree,No,291,100,Presbyterian Church (USA),400,550,420,530,,,926,No,22292,23198,22784,23520,743
C0928,26,35,37,17,20,50,32,1054,2117,Private,Town: Fringe,9058,1386,Southeast,0,Bachelor's degree,No,2028,100,Original Free Will Baptist,400,490,420,530,,,3414,No,15500,16300,16800,17300,3414
C0929,16,35,43,17,21,70,59,3120,4480,Public,City: Large,3808,9086,Southeast,1689,Doctoral degree,Yes,1475,95,N/A,400,480,420,500,390,470,10561,No,4416,4668,5059,5422,8872
C0930,37,56,60,24,27,64,28,1944,3036,Public,City: Small,10246,3129,Southeast,48,Master's degree,No,655,77,N/A,550,650,550,640,520,620,3784,No,4729,5393,5916,6241,3736
C0931,81,88,90,28,32,28,50,7847,28437,Public,City: Small,80248,24390,Southeast,10757,Doctoral degree,No,4737,68,N/A,590,700,610,710,580,690,29127,No,6665,7009,7693,8340,18370
C0932,26,48,54,20,25,69,38,9416,13742,Public,City: Large,6424,20436,Southeast,5068,Doctoral degree,No,6135,75,N/A,480,560,500,600,470,550,26571,No,5138,5440,5873,6107,21503
C0933,30,50,55,21,25,60,41,6069,10112,Public,City: Large,13884,13858,Southeast,3321,Doctoral degree,No,4216,80,N/A,460,560,470,560,440,540,18074,No,4973,5765,6136,6382,14753
C0934,15,33,40,16,19,50,31,4472,8886,Public,City: Midsize,2872,6550,Southeast,1873,Doctoral degree,Yes,1543,97,N/A,390,460,400,470,370,450,8093,No,4561,4801,5200,5526,6220
C0935,41,68,74,25,30,50,42,10353,20700,Public,City: Large,25201,26770,Southeast,9473,Doctoral degree,No,7239,71,N/A,550,640,590,670,520,620,34009,No,6529,7018,7788,8206,24536
C0936,23,32,33,15,20,47,29,764,1634,Private,City: Small,8775,1232,Southeast,0,Bachelor's degree,No,370,84,United Methodist,370,470,400,500,,,1602,No,23050,24890,25760,26632,1602
C0937,52,68,71,22,26,54,34,6061,11184,Public,City: Midsize,5626,12001,Southeast,1490,Doctoral degree,No,1936,69,N/A,540,620,560,630,520,600,13937,No,5322,5672,6199,6343,12447
C0938,38,43,43,16,21,91,33,984,1083,Private,City: Large,50855,875,Southeast,0,Bachelor's degree,No,132,100,Presbyterian Church (USA),410,520,400,510,,,1007,No,25258,25886,23900,23900,1007
C0939,15,28,33,18,21,72,46,2224,3087,Public,Town: Distant,3278,4485,Southeast,793,Master's degree,No,1737,92,N/A,410,500,430,510,390,480,6222,No,4140,4643,4857,5144,5429
C0940,33,48,48,18,22,96,14,1597,1662,Private,Rural: Distant,10373,1041,Southeast,909,Master's degree,No,819,100,United Methodist,410,520,440,540,400,500,1860,No,20577,21625,22900,24150,951
C0941,44,51,52,21,26,77,21,1498,1949,Private,City: Large,42253,1579,Southeast,551,Master's degree,No,706,97,Presbyterian Church (USA),470,560,470,580,460,560,2285,No,23752,25356,27576,29800,1734
C0942,30,50,60,14,20,41,54,69,168,Private,Town: Distant,16582,129,Southeast,0,Bachelor's degree,No,33,100,Christian Churches and Churches of Christ,340,530,360,500,,,162,No,10768,11200,11680,12160,162
C0943,22,29,29,13,17,67,19,1725,2560,Private,City: Large,11458,1265,Southeast,0,Bachelor's degree,Yes,34,85,Protestant Episcopal,330,423,335,435,,,1299,No,17160,17160,17160,17890,1299
C0944,61,64,64,22,27,58,35,497,854,Private,City: Midsize,50593,845,Southeast,208,Master's degree,No,342,99,Moravian Church,510,620,490,580,,,1187,No,21965,22720,23839,24566,979
C0945,16,26,30,,,54,15,3382,6207,Private,City: Large,4647,1875,Southeast,139,Master's degree,Yes,187,98,Baptist,,,,,,,2062,No,12580,13226,14414,16480,1923
C0946,4,42,42,18,23,64,31,579,898,Private,Town: Distant,18744,592,Southeast,40,Master's degree,No,43,100,Presbyterian Church (USA),430,510,450,530,400,490,635,No,21614,21614,22674,23332,595
C0947,82,86,86,,,35,31,3915,11121,Private,City: Midsize,143348,7375,Southeast,2779,Doctoral degree,No,227,81,N/A,,,,,,,7602,No,39970,41576,43200,44742,4823
C0948,40,51,51,23,27,70,26,845,1214,Private,Suburb: Large,63362,887,Southeast,63,Master's degree,No,6,90,N/A,530,660,480,590,520,610,893,No,25626,26675,27740,29540,830
C0949,47,51,53,19,24,79,15,4221,5323,Private,Suburb: Large,17933,2457,Southeast,993,Doctoral degree,No,545,99,N/A,440,550,470,570,430,530,3002,No,21140,22180,23845,25040,2009
C0950,18,38,46,16,19,56,24,2874,5164,Public,City: Midsize,3898,4614,Southeast,461,Doctoral degree,Yes,785,96,N/A,410,470,430,490,380,460,5399,No,4088,4584,4941,5468,4938
C0951,32,48,51,20,24,38,27,5736,15231,Public,Rural: Fringe,6199,7750,Southeast,1659,Doctoral degree,No,2357,83,N/A,460,560,480,570,440,530,10107,No,5124,5387,5925,6265,8448
C0952,15,31,38,18,23,49,81,203,417,Public,Town: Remote,7753,1018,Plains,0,Bachelor's degree,No,431,82,N/A,425,533,405,505,380,475,1449,No,5393,5608,5718,5846,1449
C0953,33,50,51,21,24,57,42,619,1088,Private,Town: Remote,31554,923,Plains,42,Doctoral degree,No,74,100,Presbyterian Church (USA),430,570,430,530,,,997,No,16780,17270,17870,18494,955
C0954,28,36,49,20,25,83,56,785,945,Private,Rural: Fringe,12374,1744,Plains,866,Doctoral degree,No,1166,100,Roman Catholic,450,570,450,560,,,2910,No,13024,13424,13876,14730,2044
C0955,21,31,36,,,,,,,Public,Rural: Remote,,587,Plains,29,Bachelor's degree,No,478,95,N/A,,,,,,,1065,No,5937,6084,6193,6353,1036
C0956,14,32,37,19,24,57,73,543,959,Public,Town: Remote,5036,2273,Plains,279,Master's degree,No,1260,91,N/A,428,500,438,543,,,3533,No,5637,5763,5920,6086,3254
C0957,24,47,53,21,26,74,59,3983,5404,Public,City: Small,1000,11160,Plains,3419,Doctoral degree,No,3983,88,N/A,470,590,500,610,450,550,15143,No,6934,7092,7254,7508,11724
C0958,26,46,53,21,26,84,52,4888,5812,Public,City: Midsize,28,11798,Plains,2681,Doctoral degree,No,2831,88,N/A,490,625,490,650,450,580,14629,No,6731,7270,7353,7660,11948
C0959,23,39,46,18,23,83,65,286,345,Public,Town: Remote,4742,761,Plains,155,Master's degree,No,605,99,N/A,420,460,440,510,380,440,1366,No,6076,6197,6334,6516,1211
C0960,16,34,40,18,25,96,37,10204,10575,Public,City: Midsize,8639,18340,Great Lakes,4455,Doctoral degree,No,6592,90,N/A,450,590,470,610,,,24932,No,9247,9545,9863,10054,20477
C0961,42,54,56,20,25,74,29,2180,2931,Private,Town: Fringe,9394,3444,Great Lakes,2781,Doctoral degree,No,2535,97,Brethren Church,430,550,440,550,440,530,5979,No,27412,28582,28858,29836,3198
C0962,55,69,71,21,27,64,28,2699,4220,Private,Suburb: Large,33733,3363,Great Lakes,628,Master's degree,No,690,100,United Methodist,470,610,480,590,,,4053,No,25260,26396,27060,27840,3425
C0963,52,58,60,19,25,53,26,947,1784,Private,Town: Distant,20012,920,Great Lakes,93,Master's degree,No,226,100,Mennonite Church,430,560,440,580,,,1146,No,24930,26154,27426,28504,1053
C0964,31,51,54,19,24,72,29,11370,15689,Public,Town: Fringe,9758,14764,Great Lakes,2481,Doctoral degree,No,2194,96,N/A,440,560,440,570,450,580,16958,No,9704,10164,10514,10726,14477
C0965,52,57,58,21,27,76,25,2768,3640,Private,Suburb: Large,17716,2980,Great Lakes,840,Doctoral degree,No,648,100,Evangelical Lutheran Church,470,600,490,610,440,580,3628,No,29310,30450,31364,31990,2788
C0966,65,78,80,29,33,42,16,7713,18418,Private,City: Large,186652,9270,Great Lakes,5664,Doctoral degree,No,1055,88,N/A,600,720,670,760,620,710,10325,No,37648,39120,40490,41800,4661
C0967,61,72,73,24,29,74,32,2418,3267,Private,Town: Fringe,6903,3163,Great Lakes,224,Doctoral degree,No,299,97,Baptist,540,640,540,640,520,630,3462,No,23500,24400,25496,26420,3238
C0968,10,20,25,15,19,33,18,2377,7142,Public,Rural: Fringe,1196,1840,Great Lakes,32,Master's degree,Yes,228,91,N/A,370,470,360,450,,,2068,No,5480,5672,5870,6058,2036
C0969,25,58,63,22,28,73,38,11721,16002,Public,City: Large,34212,25873,Great Lakes,10673,Doctoral degree,No,8506,83,N/A,490,620,510,640,490,600,34379,No,10065,10419,10784,10784,23706
C0970,16,31,33,17,23,97,51,1413,1455,Private,Town: Distant,1149,1859,Great Lakes,183,Master's degree,No,1852,61,Other Protestant,400,490,360,490,380,470,3711,No,15750,16750,17350,17720,3528
C0971,8,23,32,19,25,63,41,4255,6768,Public,City: Large,507,10825,Great Lakes,5364,Doctoral degree,No,6672,92,N/A,450,570,460,580,,,17497,No,8516,9002,9314,9499,12133
C0972,60,76,77,24,29,53,21,8327,15719,Private,City: Midsize,41246,9390,Great Lakes,2860,Doctoral degree,No,1445,98,Roman Catholic,490,600,530,630,500,590,10835,No,29930,31640,33400,35800,7975
C0973,38,45,46,18,23,72,20,1220,1704,Private,Town: Distant,13467,766,Great Lakes,97,Master's degree,No,223,100,United Church of Christ,380,530,410,550,,,989,No,24330,25890,27360,28690,892
C0974,78,81,81,27,31,46,27,2193,4770,Private,Suburb: Small,305000,2253,Great Lakes,0,Bachelor's degree,No,21,100,N/A,590,660,600,670,,,2274,No,38220,40210,42280,43910,2274
C0975,44,54,56,21,26,68,38,1544,2260,Private,Town: Distant,7346,3041,Great Lakes,1008,Doctoral degree,No,1839,100,Church of God,480,570,480,580,470,560,4880,No,26798,28104,28914,29798,3872
C0976,35,48,51,,,,,,,Private,Town: Distant,27948,1094,Great Lakes,134,Master's degree,No,147,100,United Church of Christ,,,,,,,1241,No,22780,23670,24580,26180,1107
C0977,57,65,65,19,25,57,20,1458,2542,Private,Town: Fringe,49493,1117,Great Lakes,28,Master's degree,No,194,100,N/A,430,600,450,580,430,560,1311,No,27135,28950,30190,30290,1283
C0978,65,74,75,22,27,83,26,3101,3721,Private,Suburb: Large,51044,3213,Great Lakes,671,Master's degree,No,498,100,Roman Catholic,490,590,500,600,480,600,3711,No,30250,31710,33180,34480,3040
C0979,11,27,32,,,,,,,Public,Rural: Fringe,,703,Great Lakes,2,Bachelor's degree,No,1143,88,N/A,,,,,,,1846,No,5110,5288,5472,5554,1844
C0980,28,46,52,20,25,83,31,13259,15970,Public,Suburb: Large,3768,21737,Great Lakes,6030,Doctoral degree,No,7261,91,N/A,470,570,470,570,450,560,28998,No,9030,9346,9672,9816,22968
